Companynumber,Companyname,BestEstimateCurrentEmployees,BestEstimateCurrentTurnover,BestEstimateGrowthPercentagePerYear,BestEstimateEmployeeGrowthPercentagePerYear,BestEstimateTurnoverGrowthPercentagePerYear,CompanyGrowthStage,SortableIncorporationDate,Description,URLs,Registeredpostcode,RTICs,RTICsubsectors,TotalInnovateUKFunding,TotalDealroomFundingMillionPounds,LastKnownDealroomFunding,WomenFounded
SC565267,SUBLIME DIGITAL LIMITED,67,13436999,0.314,0.314,,Medium,05/06/2017 00:00:00,"Edify is a platform that combines gaming tech, virtual reality and user-generated content to enable accessible, immersive and engaging educational experiences. upskill your workforce through vr training. try and download our beta.",edify.ac,ML1 1XA,Immersive Technologies,Immersive Technologies: Virtual Reality,1110896,0.31,2022-01-01,0
03551888,SPARX COMMUNICATIONS LIMITED,115,8667072,0.2,0.2,,Medium,04/23/1998 00:00:00,"Aspectus group is a global pr and digital marketing agency. our work builds brands, increases sales, attracts investment and supports business growth.",aspectusgroup.com,EX1 3LJ,Agency Market,Agency Market: Public Relations,,0,,0
09787762,TANGI0 LTD,46,3194644,0.307,0.307,,Small,09/21/2015 00:00:00,Turn the ordinary extraordinary with advanced touch sensing technology technology for capacitive and 3d deformation sensing capabilities.,tg0.co.uk,SW4 7NQ,"Wearables and Quantified Self, Immersive Technologies, Sensors","Wearables and Quantified Self: Enabling Tech, Immersive Technologies: Virtual Reality, Sensors: Mobility, Sensors: Autonomous vehicles",2240542,5.01,2023-01-01,0
SC325433,WARACLE LIMITED,303,39655942,0.302,0.3,0.304,Large,06/13/2007 00:00:00,"Waracle collaborate with businesses in financial services, health & energy to design and engineer intelligent digital experiences.",waracle.com,DD1 3EJ,Agency Market,"Agency Market: Digital Transformation, Agency Market: User Experience",,4.92,2019-12-01,0
07661816,RESONANCE GLOBAL LTD,31,1180950,0.251,0.251,,Small,06/08/2011 00:00:00,"Tech pr, ar, and inbound marketing",resonancecrowd.com,SW8 3RH,"Business Support Services, Agency Market","Business Support Services: Office Support Services, Agency Market: Public Relations",,0,2019-10-01,1
SC371716,XSOLUTIONS365 LTD,872,31191651,0.816,0.816,,Large,01/25/2010 00:00:00,Uk award winning digital product development agency. specialising in enterprise mobile app development and web app development to fuel digital transformation and customer engagement.,xdesign.com,EH1 3EG,"Immersive Technologies, Agency Market","Immersive Technologies: Augmented Reality, Agency Market: Digital Transformation",,0,2023-06-01,0
09901641,TRIPLELIFT UK LIMITED,254,18249122,0.48,0.48,,Large,12/03/2015 00:00:00,"Technology at the intersection of creative and media, delivering the next generation of programmatic advertising platforms.",triplelift.com,KT22 8DY,AdTech,"AdTech: AdExchange, AdTech: Advertisers, AdTech: Data Management and Analysis, AdTech: Programmatic Platforms, AdTech: Publishers",,0,,0
05569666,BLUE FRONTIER IT LTD,120,5682645,0.247,0.247,,Medium,09/21/2005 00:00:00,"Blue frontier is a leading uk digital agency providing professional web design, development, mobile app, digital marketing and it services.",bluefrontier.co.uk,SP4 6BU,"Digital Creative Industries, Software Development, Agency Market","Digital Creative Industries: Design, Software Development: Web Development, Agency Market: Performance Marketing",,0,,0
10548804,MPARTICLE LIMITED,45,3385575,0.39,0.39,,Small,01/05/2017 00:00:00,Mparticle is a real-time ai customer data platform that powers your entire marketing stack with high-quality customer data.,mparticle.com,W1F 9QW,"Software as a Service (SaaS), Data Intermediaries, Data Infrastructure, AdTech","Software as a Service (SaaS): Analytics, Software as a Service (SaaS): Marketing, Data Intermediaries: Undefined Intermediaries, Data Intermediaries: PDS/PIMS, Data Infrastructure: Data Infrastructure Services, Data Infrastructure: Data Storage, AdTech: Data Management and Analysis",,0,,0
06690289,PRIME FOCUS TECHNOLOGIES UK LIMITED,118,22361290,1.5594999999999999,2.045,1.074,Medium,09/05/2008 00:00:00,Prime focus technologies (pft) - managing the business of content,primefocustechnologies.com,LS12 1AP,"Media and Publishing, Agency Market","Media and Publishing: Broadcasting Services, Agency Market: Creative",6125.66,0,,0
10775328,TARGET3D LIMITED,38,2626517,0.409,0.409,,Small,05/17/2017 00:00:00,"The uk's home of motion capture. try the latest in mocap technology. hardware and service work speciliasts for vfx, vr & science.",target3d.co.uk,E1 8JN,"Immersive Technologies, Digital Creative Industries, MedTech","Immersive Technologies: Virtual Reality, Immersive Technologies: Mixed Reality, Immersive Technologies: Media, Immersive Technologies: Manufacturing & Engineering, Immersive Technologies: Gaming, Immersive Technologies: Edtech, Immersive Technologies: Haptics, Immersive Technologies: Hardware, Digital Creative Industries: Film/TV, MedTech: Extended Reality",62841,0,2020-06-01,0
00012592,REFLEX PLUS LTD,408,72585000,0.8005,0.606,0.995,Large,,One of the largest and fastest growing companies of its kind in the uk and with an international customer base.,reflexlabels.co.uk,NG18 5BU,Media and Publishing,Media and Publishing: Printing Services,,0,,0
07472717,HYBRID THEORY GLOBAL LTD,69,25028925,0.20650000000000002,0.186,0.227,Medium,12/17/2010 00:00:00,,hybridtheory.com,IG10 4PL,,,,4,2022-11-01,0
12302240,GLANVILLE FUTURES LIMITED,87,23616556,0.27249999999999996,-0.021,0.566,Medium,11/06/2019 00:00:00,We are a multi-discipline property and construction consultancy with the expertise to offer professional advice through all stages of a project and with,glanvillegroup.com,HP2 7TE,"Design and Modelling Technologies, Research and Consulting - Physical Sciences and Engineering, Land Remediation","Design and Modelling Technologies: 3D Modelling and Scanning, Research and Consulting - Physical Sciences and Engineering: Engineering Consulting, Research and Consulting - Physical Sciences and Engineering: Engineering Research, Land Remediation: Regulatory Services",,0,,0
02616393,THE ARMSTRONG PARTNERSHIP LIMITED,72,5419498,0.238,0.238,,Medium,06/03/1991 00:00:00,"Armstrong is an independent full service b2b marketing agency in chester and manchester, trusted by the world's leading industrial brands.",wearearmstrong.com,CH1 1DA,Digital Creative Industries,Digital Creative Industries: Advertising,,0,,0
00575914,XEROX LIMITED,1610,712054732,0.5389999999999999,1.18,-0.102,Large,12/19/1956 00:00:00,"Find business services to streamline operations, office and production digital printing solutions and printers for efficient document workflows",xerox.co.uk,UB8 1DH,Media and Publishing,Media and Publishing: Printing Services,,0,,0
10613451,ATTENSI LIMITED,141,376315,0.803,0.803,,Medium,02/10/2017 00:00:00,"Empower your people to learn new skills, consistently, at scale with gamified simulation training. see how gamified training can help your organisation. learn more.",attensi.com,CV34 4HL,Immersive Technologies,Immersive Technologies: Virtual Reality,74503,23.86,2021-04-01,0
05084262,SDG GROUP UK&I LTD,54,2583090,0.432,0.432,,Medium,03/25/2004 00:00:00,"Sdg group bring a fresh approach to the challenges of data management, smart data discovery, data analytics, insight and business intelligence.",sdggroupuk.com,EC2N 1HQ,"Software as a Service (SaaS), Cloud Computing, Artificial Intelligence, Agency Market, Advanced Manufacturing, Data Infrastructure","Software as a Service (SaaS): Analytics, Cloud Computing: Platform as a Service (PaaS) & Platform Management, Artificial Intelligence: Data Analysis, Agency Market: Analytics, Advanced Manufacturing: Data Services, Data Infrastructure: Data Infrastructure Services, Data Infrastructure: Data Infrastructure Software, Data Infrastructure: Data Storage",,0,,0
01466899,PRECISION PRINTING CO. LIMITED,511,64843989,0.201,0.212,0.19,Large,12/14/1979 00:00:00,We think different to print different. there's something fundamentally different about the way we pioneer what's next in marketing and print.,precisionproco.co.uk,RM9 6FB,Media and Publishing,Media and Publishing: Printing Services,,0,,0
06959816,CAPRICORN VENTIS LIMITED,31,2131240,0.304,0.304,,Small,07/11/2009 00:00:00,We are now living in the experience economy. how do we harness the opportunity & the insights whilst also improving the customer experience? visit capventis to learn more.,capventis.com,LL60 6AG,,,,0,,0
10045407,QUANTEXA LIMITED,1274,134380233,0.5215000000000001,0.519,0.524,Large,03/07/2016 00:00:00,"Protect, optimize, and grow your organization with decision intelligence. more is possible with the right data in the right context.",quantexa.com,EC4A 3TR,"Cyber, Artificial Intelligence, MedTech, FinTech","Cyber: Threat Management, Artificial Intelligence: Enabling Platforms, Artificial Intelligence: Data Analysis, MedTech: Artificial Intelligence, FinTech: Tech for Enterprise, FinTech: Digital Identity, FinTech: Alternative Credit Analysis, FinTech: Regtech",,285.17,2023-04-01,0
11806042,QUANTUM METRIC (UK) LIMITED,132,9226152,1.274,1.274,,Medium,02/04/2019 00:00:00,Drive customer-centric digital projects. build customer-centric culture.,quantummetric.com,RG1 3EU,"Artificial Intelligence, Agency Market, Photonics, AdTech","Artificial Intelligence: Data Analysis, Agency Market: Analytics, Photonics: Quantum Tech, AdTech: Data Management and Analysis",,0,,0
08305253,POWER ROLL LIMITED,47,50000,0.266,0.266,,Small,11/23/2012 00:00:00,"Power roll has reinvented solar to generate energy anywhere and everywhere, using any surface.",powerroll.solar,SR5 3NZ,"Net Zero, Digital Creative Industries, Energy Generation","Net Zero: Renewable Energy Planning Database, Net Zero: Renewables, Digital Creative Industries: Film/TV, Energy Generation: Solar",2418796.99,19.21,2023-07-01,0
09469665,VIVIDQ LIMITED,82,5742800,0.339,0.339,,Medium,03/04/2015 00:00:00,Because the world isn’t flat,vivid-q.com,W1U 7EU,"Wearables and Quantified Self, Immersive Technologies, Advanced Materials, Photonics, Quantum Economy","Wearables and Quantified Self: Enabling Tech, Immersive Technologies: Augmented Reality, Immersive Technologies: Hardware, Advanced Materials: Optics and Photonics, Photonics: Optics, Photonics: Microelectronics, Photonics: Quantum Tech, Quantum Economy: Components and Materials",433123,28.86,2021-07-01,0
08372083,OMETRIA LTD,177,21398963,0.27,0.206,0.334,Medium,01/23/2013 00:00:00,"Learn more about ometria, our mission to help retailers create marketing experiences their customers will love, our investors and senior management team.",ometria.com,NW1 3ER,"Software as a Service (SaaS), AdTech","Software as a Service (SaaS): Marketing, AdTech: Data Management and Analysis",,53.89,2023-09-01,0
08834390,MAKE AGENCY LIMITED,39,1480134,0.306,0.306,,Small,01/07/2014 00:00:00,"Make is a london-based digital agency. we guarantee results across three key business areas: web design & build, social media & digital marketing, and creative content.",makeagency.co.uk,CV32 4EA,"Digital Creative Industries, Agency Market","Digital Creative Industries: Advertising, Agency Market: Creative, Agency Market: Performance Marketing",,0,,0
10866473,SCANDIT LTD,275,13054059,0.954,0.954,,Large,07/14/2017 00:00:00,"Our smart data capture platform enables barcode scanning, ar, text and object recognition for enterprise apps on any camera-equipped smart device.",scandit.com,N3 1XW,"Cyber, Immersive Technologies, Food Tech, Data Infrastructure","Cyber: IoT Security, Immersive Technologies: Augmented Reality, Food Tech: Food Safety and Traceability, Data Infrastructure: Trusted Execution Environments",,207.56,2022-02-01,0
05336031,CATALYST BI LIMITED,66,19212268,0.288,0.288,,Medium,01/18/2005 00:00:00,"Execute your data strategy by connecting people and data together through leveraging data management, data analytics and data science at scale.",catalyst-bi.co.uk,YO26 6QR,"Software as a Service (SaaS), Cloud Computing, Data Intermediaries, Artificial Intelligence, Agency Market, Advanced Manufacturing, Data Infrastructure","Software as a Service (SaaS): Analytics, Cloud Computing: Platform as a Service (PaaS) & Platform Management, Cloud Computing: SaaS (Software as a Service), Data Intermediaries: Undefined Intermediaries, Data Intermediaries: Data Co-operatives, Artificial Intelligence: Data Analysis, Agency Market: Analytics, Advanced Manufacturing: Data Services, Data Infrastructure: Data Centres, Data Infrastructure: Data Infrastructure Services, Data Infrastructure: Data Infrastructure Software, Data Infrastructure: Data Storage",,0,,0
07203931,CORNERSTONE DESIGN & MARKETING LIMITED,36,1724886,0.213,0.213,,Small,03/25/2010 00:00:00,"We are a full service marketing agency in greater manchester offering high quality marketing services; strategy, design, digital, web, pr and print.",cornerstonedm.co.uk,OL4 3PD,Agency Market,Agency Market: Public Relations,,0,,0
09328762,MISSIVE LIMITED,35,1311910,0.199,0.199,,Small,11/26/2014 00:00:00,"Missive is a technology pr and communications consultancy for enterprise tech, fintech, adtech, healthtech, telecoms and spacetech businesses",missive.co.uk,SE1 1UN,Agency Market,Agency Market: Public Relations,,0,,1
05226540,LBB LTD,46,1762103,0.215,0.215,,Small,09/09/2004 00:00:00,"Little black book,celebrating the world’s best advertising creativity and the people behind it. find global and local news, work, talent and jobs on the industry’s first fully-searchable and free-to-view platform.",lbbonline.com,CO6 1UF,Digital Creative Industries,Digital Creative Industries: Film/TV,,0,,0
08464312,MADISON LOGIC UK LIMITED,121,6605628,0.538,0.538,,Medium,03/27/2013 00:00:00,Want to convert leads into opportunities and opportunities into revenue? learn more about madison logic's powerful account-based marketing platform.,madisonlogic.com,EC3V 9DU,Digital Creative Industries,Digital Creative Industries: Advertising,,0,,0
11448815,CURVE ANALYTICS LTD,72,4679402,1.22,1.22,,Medium,07/04/2018 00:00:00,"Curve analytics is a consultancy that combines expertise in business and technology, helping companies grow through the seamless application of data, analytics and strategy.",curveanalytics.co.uk,WC2B 4HN,"Artificial Intelligence, Agency Market, Advanced Manufacturing","Artificial Intelligence: Data Analysis, Agency Market: Analytics, Advanced Manufacturing: Data Services",215293.48,0,,1
12369900,FOUND STUDIO LIMITED,31,2313627,0.24,0.24,,Small,12/18/2019 00:00:00,"We’re found, a london creative studio combining 3d motion design and film craft.",found-studio.com,BN44 3TN,Digital Creative Industries,Digital Creative Industries: Film/TV,,0,,0
12779869,TREASURE DATA (UK) LIMITED,97,2669810,0.352,0.352,,Medium,07/30/2020 00:00:00,"See how our enterprise customer data platforms unify marketing data from multiple sources to improve targeting, segmentation and personalization, differently than other cdp vendors.",treasuredata.com,CB1 1BH,"Software as a Service (SaaS), Data Infrastructure, AdTech","Software as a Service (SaaS): Marketing, Data Infrastructure: Data Infrastructure Services, Data Infrastructure: Data Storage, AdTech: Data Management and Analysis",,0,,0
06944081,ANSIBLE MOTION LIMITED,52,13435000,0.227,0.227,,Medium,06/25/2009 00:00:00,Ansible motion creates driver-in-the-loop simulators for the world's leading ground vehicle manufacturers and motor sports teams. dil simulator.,ansiblemotion.com,BA15 1GB,Immersive Technologies,Immersive Technologies: Haptics,,0,2022-09-01,0
06661625,ELEVEN MILES LIMITED,168,14262075,0.308,0.308,,Medium,07/31/2008 00:00:00,"We're eleven miles, an evidence-driven creative company that's been ranked as the uk's most effective advertising, branding & digital agency",elevenmiles.com,BH8 8EZ,Agency Market,Agency Market: Creative,,0,,0
05419447,THINKING JUICE LIMITED,102,4851280,0.23,0.23,,Medium,04/09/2005 00:00:00,"We're eleven miles, an evidence-driven creative company that's been ranked as the uk's most effective advertising, branding & digital agency",elevenmiles.com,BH8 8EZ,Agency Market,Agency Market: Creative,,0,,0
03101850,SLEDGE LIMITED,34,1589512,0.242,0.242,,Small,09/13/1995 00:00:00,"Sledge is a creative agency that produces award-winning films, and experiences across in-person, virtual and hybrid formats.",sledge.co.uk,W6 0LJ,Digital Creative Industries,"Digital Creative Industries: Film/TV, Digital Creative Industries: Visual and Performing arts",,0,,0
05946805,CRAYSIDE CONSULTING LIMITED,53,1480632,0.354,0.354,,Medium,09/26/2006 00:00:00,"We are an innovative, forward-thinking multi-disciplinary design & survey consultancy delivering projects in the critical infrastructure sectors.",craysideconsulting.co.uk,RG21 4HG,"Design and Modelling Technologies, Research and Consulting - Physical Sciences and Engineering","Design and Modelling Technologies: 3D Modelling and Scanning, Research and Consulting - Physical Sciences and Engineering: Engineering Consulting",,0,,0
11141052,SMARTLY.IO SOLUTIONS LTD,44,3074920,0.38,0.38,,Small,01/09/2018 00:00:00,"Smartly.io automates every step of social advertising to unlock greater performance and creativity on facebook, instagram, and pinterest.",smartly.io,SL1 1PG,"Digital Creative Industries, Agency Market, AdTech","Digital Creative Industries: Advertising, Agency Market: Creative, AdTech: Data Management and Analysis",,0,,0
07209717,BLOOMCROWN LIMITED,238,13956081,0.923,1.679,0.167,Medium,03/31/2010 00:00:00,A communications agency delivering strategic creative production solutions.,productionbureau.com,NR14 8DS,Digital Creative Industries,Digital Creative Industries: Design,,0,,0
SC451730,KIN AND CARTA DATA LIMITED,50,4633062,0.339,0.339,,Small,06/06/2013 00:00:00,"Forecast helps your business understand, predict and optimise your performance through the provision of data-driven commercial tools and capabilities.",forecast.global,EH2 4AH,"Agency Market, Data Infrastructure","Agency Market: Analytics, Data Infrastructure: Data Infrastructure Services",,0,,0
11604559,GLOBALSTEP LTD,37,2376708,0.42,0.42,,Small,10/04/2018 00:00:00,"From games and digital products to localization, level design, and quality assurance, we enable and support our clients to drive revenue development and create high impact digital experiences.",globalstep.com,GU14 7JF,"Digital Creative Industries, Gaming, Software Development","Digital Creative Industries: Gaming, Gaming: Enabling Technology, Gaming: Game Development Studios, Software Development: Games Development",,0,,0
11564614,MAJENTA UK LIMITED,109,13649074,0.332,0.435,0.229,Medium,09/12/2018 00:00:00,"Majenta solutions enables you to create better digital transformation opportunities within aerospace, automotive, bim and construction, and manufacturing.",majentasolutions.com,CV3 4GA,"Design and Modelling Technologies, Advanced Manufacturing","Design and Modelling Technologies: 3D Modelling and Scanning, Advanced Manufacturing: Digital Design",,0,,0
07249917,ARCHITECTURE FOR LONDON LIMITED,29,1076736,0.212,0.212,,Small,05/11/2010 00:00:00,"Architecture for london: award winning london architects with a portfolio of finely crafted house extensions, new homes, commercial projects & public spaces",architectureforlondon.com,EC1N 8SJ,"Digital Creative Industries, Research and Consulting - Physical Sciences and Engineering","Digital Creative Industries: Architecture, Research and Consulting - Physical Sciences and Engineering: Architectural Research",,0,,0
06862860,WOOSHII LIMITED,57,919120,0.258,0.258,,Medium,03/30/2009 00:00:00,Master video with wooshii - a full-service video production and video consultancy solution for your enterprise business.,wooshii.com,M2 3BD,Media and Publishing,Media and Publishing: Video and Motion Graphics production,71829,8.58,2022-11-01,0
08923555,PYRAMID ANALYTICS UK LIMITED,82,5744585,0.603,0.603,,Medium,03/05/2014 00:00:00,The pyramid analytics decision intelligence platform is purpose-built to power faster and sharper decisions. learn how it can improve your business decisions here.,pyramidanalytics.com,W1W 7BR,"Software as a Service (SaaS), Artificial Intelligence, Advanced Manufacturing, MedTech, Data Infrastructure, FinTech","Software as a Service (SaaS): Analytics, Artificial Intelligence: Enabling Platforms, Artificial Intelligence: Data Analysis, Advanced Manufacturing: Data Services, MedTech: Artificial Intelligence, Data Infrastructure: Data Infrastructure Services, FinTech: Alternative Credit Analysis",,0,,0
09879009,GLASSBOX DIGITAL UK LTD,26,8818410,0.26249999999999996,0.175,0.35,Small,11/19/2015 00:00:00,"Glassbox provides digital customer experience analytics for web and mobile apps. drive revenue, profitability & loyalty with optimized digital cx.",glassbox.com,NR1 1BT,"Software as a Service (SaaS), Immersive Technologies, Agency Market, FinTech","Software as a Service (SaaS): Communications, Software as a Service (SaaS): Marketing, Immersive Technologies: Augmented Reality, Agency Market: Digital Transformation, FinTech: Alternative Credit Analysis",,129.49,2024-05-01,0
06893078,METHODWORX LTD,44,2056702,0.379,0.379,,Small,04/30/2009 00:00:00,,methodworx.com,GU10 1PL,Agency Market,Agency Market: Customer Relationship Management,,0,,0
07992877,SNAP ANALYTICS LTD,55,2586293,0.932,0.932,,Medium,03/15/2012 00:00:00,"Home - snap analytics help simplify warehousing and analytics projects by utilising new technology to deliver better, faster data solutions.",snapanalytics.co.uk,BS1 6AA,"Data Intermediaries, Artificial Intelligence, Agency Market, Advanced Manufacturing, Data Infrastructure","Data Intermediaries: Undefined Intermediaries, Artificial Intelligence: Data Analysis, Agency Market: Analytics, Advanced Manufacturing: Data Services, Data Infrastructure: Data Infrastructure Services",,0,,0
04356226,CYBER-DUCK LIMITED,84,15985643,0.2435,0.147,0.34,Medium,01/18/2002 00:00:00,Cyber-duck is a digital transformation agency based in london and hertfordshire. trusted as one of the top uk digital agencies for over 15 years.,cyber-duck.co.uk,W14 8TS,"Software Development, Agency Market","Software Development: UI/UX Development, Agency Market: User Experience",5000,0,2023-11-01,0
SC330746,CERES HOLOGRAPHICS LIMITED,30,2074595,0.248,0.248,,Small,09/11/2007 00:00:00,"Ceres holographic optical elements enable transparent display (td) and augmented reality (ar) applications for automotive, transportation, aerospace, wearables.",ceresholographics.com,EH4 2HS,"Electronics Manufacturing, Immersive Technologies, Photonics","Electronics Manufacturing: Optical devices, Immersive Technologies: Augmented Reality, Photonics: Optics",434647,7.53,2023-11-01,0
04893244,CRUX PRODUCT DESIGN LTD,128,10519968,0.1535,0.263,0.044,Medium,09/09/2003 00:00:00,We develop intelligent and beautiful products that perform in the real world,cruxproductdesign.com,BS4 3AR,Digital Creative Industries,Digital Creative Industries: Design,,0,,0
07361099,ADOPSTAR LTD,53,2899875,0.324,0.324,,Medium,08/31/2010 00:00:00,Adopstar is a trailblazer in the world of ad ops & marketing. our team knows how to get your brand’s message out there. contact us today,adopstar.com,EX15 1BT,,,,0,,0
04466195,BIDSTACK GROUP PLC,138,13167887,1.4115,1.472,1.351,Medium,06/20/2002 00:00:00,Bidstack’s technology helps game developers monetise their titles and enables advertisers to promote their brands to the gaming audience.,bidstack.com,BN1 2NW,,,,0,,0
03135463,THE FRAMEWORKS CONSULTANCY LIMITED,32,7165605,0.27,0.095,0.445,Small,12/07/1995 00:00:00,"We are the frameworks, an independent design consultancy: a team of creative thinkers and problem solvers who help brands forge authentic connections with the people they’re trying to reach.",theframeworks.com,EC4R 9AN,Agency Market,Agency Market: Creative,,0,,0
09835625,BIDSTACK LTD,192,11304327,1.0635,0.816,1.311,Medium,10/21/2015 00:00:00,Bidstack’s technology helps game developers monetise their titles and enables advertisers to promote their brands to the gaming audience.,bidstack.com,W1W 5PF,,,,1.14,2024-03-01,0
11124395,ALGOLIA LIMITED,195,9256514,0.728,0.728,,Medium,12/27/2017 00:00:00,Get in touch with algolia and schedule a demo to find out how algolia can change your business.,algolia.com,RG1 3EU,"Software as a Service (SaaS), Agency Market","Software as a Service (SaaS): Marketing, Agency Market: E-commerce platforms",,253.09,2021-07-01,0
09219603,UPUGO LIMITED,22,804228,0.213,0.213,,Small,09/16/2014 00:00:00,,nmg.group,BS3 2NA,Agency Market,Agency Market: Performance Marketing,,0,,0
11787934,BLIPPAR LIMITED,56,2623954,0.245,0.245,,Medium,01/25/2019 00:00:00,Blippar provides augmented reality solutions and provides you with easy to use tools to build it yourself.,blippar.com,W1K 2BR,"Immersive Technologies, Digital Creative Industries, Gaming, EdTech","Immersive Technologies: Metaverse, Immersive Technologies: Retail & Fashion, Immersive Technologies: Media, Immersive Technologies: Gaming, Immersive Technologies: 360°, Immersive Technologies: Augmented Reality, Immersive Technologies: Edtech, Immersive Technologies: Hardware, Digital Creative Industries: Gaming, Digital Creative Industries: Film/TV, Gaming: Immersive, EdTech: Immersive Experiences",,100.01,2021-03-01,0
10880815,NEW MOORGATE LONDON LIMITED,18,672846,0.231,0.231,,Small,07/24/2017 00:00:00,,newmoorgate.com,EC3A 7BB,"Business Support Services, Agency Market","Business Support Services: Office Support Services, Agency Market: Branding, Agency Market: User Experience",,0,,0
10359736,PPC PROTECT LIMITED,88,1654362,2.243,2.243,,Medium,09/05/2016 00:00:00,Get more from your paid media with lunio. only pay for real buyers by excluding invalid and fraudulent ppc traffic in real-time.,lunio.ai,M2 3HR,,,,13.34,2022-09-01,0
06800980,HAPTIC ARCHITECTS LTD,46,1700110,0.204,0.204,,Small,01/26/2009 00:00:00,Haptic,hapticarchitects.com,N1 7SG,"Immersive Technologies, Research and Consulting - Physical Sciences and Engineering","Immersive Technologies: Haptics, Research and Consulting - Physical Sciences and Engineering: Architectural Research",,0,,0
