Companynumber,Companyname,BestEstimateCurrentEmployees,BestEstimateCurrentTurnover,BestEstimateGrowthPercentagePerYear,BestEstimateEmployeeGrowthPercentagePerYear,BestEstimateTurnoverGrowthPercentagePerYear,CompanyGrowthStage,SortableIncorporationDate,Description,URLs,Registeredpostcode,RTICs,RTICsubsectors,TotalInnovateUKFunding,TotalDealroomFundingMillionPounds,LastKnownDealroomFunding,WomenFounded
10785799,LIBRESTREAM TECHNOLOGIES (UK) LTD,37,2550972,0.468,0.468,,Small,05/23/2017 00:00:00,The most comprehensive enterprise augmented reality solution designed for your workforce. experience our industrial ar technology today!,librestream.com,OX26 6QB,Immersive Technologies,"Immersive Technologies: Manufacturing & Engineering, Immersive Technologies: Augmented Reality, Immersive Technologies: Retail & Fashion, Immersive Technologies: Hardware",,0,,0
01250443,NIRAS GROUP (UK) LTD,204,61538660,0.347,0.267,0.427,Large,03/22/1976 00:00:00,Niras - ip consult in germany has been implementing projects for the past 40 years. we also act as advisors to public and non-governmental organisations in germany.,niras.com,SL5 7JR,"CleanTech, Research and Consulting - Physical Sciences and Engineering, Net Zero","CleanTech: Agriculture, Forestry and Biodiversity, Research and Consulting - Physical Sciences and Engineering: Engineering Consulting, Net Zero: Low Carbon Consultancy, Advisory & Offsetting Services, Net Zero: Renewable Energy Planning Database",,0,,0
04658340,RMSI LIMITED,112,7998798,0.3185,0.454,0.183,Medium,02/06/2003 00:00:00,"Rmsi is a global gis consulting company providing geospatial technology solutions, modeling & analytics, and it consultancy services including gis data, gis software, gis mapping services and more",rmsi.com,RG1 3EU,"Data Infrastructure, Space Economy, AgriTech, Geospatial Economy","Data Infrastructure: Data Infrastructure Hardware, Data Infrastructure: Data Infrastructure Services, Data Infrastructure: Data Infrastructure Software, Space Economy: Mapping, AgriTech: Management Platforms, Geospatial Economy: Data Capture, Geospatial Economy: Data Processing and Visualisation, Geospatial Economy: Geospatial and GIS Technologies",,0,,0
06851390,PALO ALTO NETWORKS (UK) LIMITED,543,1296275835,0.5429999999999999,0.259,0.827,Large,03/18/2009 00:00:00,"Prisma cloud is the industry's most complete cloud native application protection platform (cnapp), providing code-to-cloud security in and across any cloud.",paloaltonetworks.com,EC2N 4BQ,"Cloud Computing, Data Infrastructure, Software as a Service (SaaS), Cyber","Cloud Computing: Platform as a Service (PaaS) & Platform Management, Cloud Computing: SaaS (Software as a Service), Data Infrastructure: Data Infrastructure Services, Data Infrastructure: Data Infrastructure Software, Data Infrastructure: Trusted Execution Environments, Software as a Service (SaaS): Analytics, Cyber: Cryptographic Authentication, Cyber: Endpoint Security, Cyber: Network Security, Cyber: Risk Management, Cyber: Threat Management, Cyber: Identity Management, Cyber: Incident Detection and Response",,0,,0
07569186,TROY IT CONSULTANCY LIMITED,64,3038086,0.372,0.372,,Medium,03/18/2011 00:00:00,It,troyconsultancy.co.uk,M12 4AH,Artificial Intelligence,Artificial Intelligence: Data Analysis,,0,,0
06614239,AMERESCO LIMITED,101,82241666,0.273,0.125,0.421,Large,06/09/2008 00:00:00,Ameresco is a leading renewable energy company and energy efficiency company offering espc-funded energy solutions for public and private organizations.,ameresco.com,LS1 2JP,"CleanTech, Energy Storage, Energy Management, Net Zero, Energy Generation","CleanTech: Energy Production, Management and Storage, Energy Storage: Batteries, Energy Management: Energy Management Systems, Net Zero: Low Carbon Energy Generation, Net Zero: Energy Storage, Net Zero: Renewables, Energy Generation: Fossil Fuels, Energy Generation: Bioenergy",59028,0,,0
09034670,CLEARED EUROPE SERVICES LIMITED,33,1002035,0.286,0.286,,Small,05/12/2014 00:00:00,,clearedeuropeservices.com,TN23 4NP,"Cloud Computing, Data Infrastructure, Software as a Service (SaaS), Artificial Intelligence","Cloud Computing: Platform as a Service (PaaS) & Platform Management, Cloud Computing: SaaS (Software as a Service), Data Infrastructure: Data Infrastructure Services, Data Infrastructure: Data Infrastructure Software, Data Infrastructure: Data Storage, Software as a Service (SaaS): Development, Artificial Intelligence: Data Analysis",,0,,0
00631825,SIEMENS ENERGY LIMITED,2022,695125431,0.26949999999999996,0.36,0.179,Large,07/03/1959 00:00:00,"We energize society. siemens energy is committed to make sustainable, reliable, and affordable energy possible, with innovative technologies and clear focus on our customers’ needs.",siemens-energy.com,NE6 2YL,"CleanTech, Electronics Manufacturing, Energy Storage, Energy Management, Net Zero, Energy Generation","CleanTech: Energy Production, Management and Storage, Electronics Manufacturing: Electromedical technologies, Energy Storage: Hydrogen, Energy Management: Energy Management Systems, Net Zero: Low Carbon Energy Generation, Net Zero: Energy Storage, Net Zero: Grid, Net Zero: Renewables, Net Zero: Renewable Energy Planning Database, Energy Generation: Hydrogen, Energy Generation: Hydropower, Energy Generation: Fossil Fuels",473077.84,0,,0
06912622,C-CAPTURE LIMITED,48,3334785,0.267,0.267,,Small,05/21/2009 00:00:00,"C-capture designs world-leading chemical processes for the capture of carbon dioxide and has patented a unique, solvent-based technology which offers a safe, low-cost way to remove carbon dioxide from emissions.",c-capture.co.uk,HG1 2PW,"Life Sciences, CleanTech, Net Zero, Energy Generation","Life Sciences: Chemical Products and Services, CleanTech: Mining, Fuels and Biofuels, CleanTech: Environmental Protection and Monitoring, Net Zero: Low Carbon Energy Generation, Net Zero: Carbon Capture, Energy Generation: Bioenergy",163538,20.93,2023-09-01,0
11996161,SLINGSHOT SIMULATIONS LTD,23,1625280,0.235,0.235,,Small,05/15/2019 00:00:00,A place-based digital twin-as-a-service for rapid intervention assessment that delivers better insight up to 80% faster and at lower cost.,www.slingshotsimulations.com,LS2 3AA,"Advanced Manufacturing, Artificial Intelligence, Geospatial Economy","Advanced Manufacturing: Digital Twins, Artificial Intelligence: Data Analysis, Geospatial Economy: Data Processing and Visualisation",144934,0,,0
05708056,CARBON8 SYSTEMS LIMITED,53,3694957,0.569,0.569,,Medium,02/13/2006 00:00:00,"Carbon8 is the inventor and owner of a chemical process that treats industrial residues, including hazardous waste, using captured co₂ from flue gas to transform them into valuable, low-carbon products.",carbon8.co.uk,NG1 6HH,CleanTech,CleanTech: Environmental Protection and Monitoring,273953,5.19,2022-06-01,0
11052310,INVENICS LTD,102,2220765,1.16,1.16,,Medium,11/07/2017 00:00:00,,www.invenics.com,E14 5AA,,,,0,,0
SC293690,SUNAMP LIMITED,101,16573535,0.6885,0.205,1.172,Medium,11/25/2005 00:00:00,"Sunamp designs and manufactures space-saving thermal storage that makes homes, buildings and vehicles more energy-efficient and sustainable, while reducing carbon emissions and optimising renewables.",sunamp.com,EH33 1RY,"CleanTech, Energy Storage, Net Zero","CleanTech: Energy Production, Management and Storage, Energy Storage: Batteries, Energy Storage: Thermal, Net Zero: Low Carbon Energy Generation, Net Zero: Building Technologies, Net Zero: Renewables, Net Zero: Renewable Energy Planning Database",2782934.9,28.19,2022-11-01,0
NI044494,ANAEKO LIMITED,67,3159392,0.25,0.25,,Medium,10/22/2002 00:00:00,"At anaeko, we're working to help create a better society through smarter data engineering. user centred design | data platform delivery | data analytics",anaeko.com,BT12 5GH,"Cloud Computing, Data Infrastructure, Software as a Service (SaaS), AdTech","Cloud Computing: Platform as a Service (PaaS) & Platform Management, Cloud Computing: SaaS (Software as a Service), Data Infrastructure: Data Infrastructure Services, Data Infrastructure: Data Infrastructure Software, Data Infrastructure: Data Storage, Software as a Service (SaaS): Analytics, AdTech: Data Management and Analysis",,0,,0
07793895,CONCIRRUS LTD,163,5060862,0.3215,0.392,0.251,Medium,09/30/2011 00:00:00,Data and analytics platform for commercial insurance. transforming the commercial insurance market with real-time data and analytics.,concirrus.ai,EC3A 7AR,"Marine and Maritime, FinTech","Marine and Maritime: Professional services, FinTech: Insurtech, FinTech: Tech for Enterprise",350013,42.82,2023-03-01,0
09942593,NEUDATA LIMITED,97,4568834,0.486,0.486,,Medium,01/08/2016 00:00:00,,neudata.co,SW7 4AG,"Data Infrastructure, Data Intermediaries","Data Infrastructure: Data Infrastructure Services, Data Intermediaries: Undefined Intermediaries",,1.22,2019-07-01,0
08705643,KNOWLEDGE TRANSFER NETWORK LIMITED,298,87983435,0.46299999999999997,0.075,0.851,Large,09/25/2013 00:00:00,"Immerseuk is a cross-sector network for businesses, research and educational organisations across the uk that are interested in immersive technologies, including augmented, virtual and mixed realities.",immerseuk.org,N1 0QH,"Digital Creative Industries, Immersive Technologies","Digital Creative Industries: Visual and Performing arts, Immersive Technologies: 360°, Immersive Technologies: Mixed Reality",58722583,0,,0
SC246876,ORACLE GLOBAL SERVICES LIMITED,6070,924677500,0.771,0.664,0.878,Large,03/31/2003 00:00:00,"The domain name system (dns) is a distributed internet system that maps human-readable names (like www.oracle.com) to ip addresses. oracle's globally distributed dns service offers enhanced dns performance, resiliency, and scalability.",oracle.com,EH49 7LR,"Cloud Computing, Data Infrastructure, Software as a Service (SaaS), Artificial Intelligence","Cloud Computing: Platform as a Service (PaaS) & Platform Management, Cloud Computing: IaaS (Infrastructure as a Service), Cloud Computing: SaaS (Software as a Service), Data Infrastructure: Data Infrastructure Services, Data Infrastructure: Data Infrastructure Software, Data Infrastructure: Data Storage, Data Infrastructure: Data Centres, Software as a Service (SaaS): Analytics, Software as a Service (SaaS): Development, Artificial Intelligence: Data Analysis",,0,,0
05439023,SAGGEZZA LIMITED,160,11037992,0.17500000000000002,0.276,0.074,Medium,04/28/2005 00:00:00,Apexon consists of several entities through acquisition and merger.,apexon.com,WC1N 2EB,"Cloud Computing, Software Development, Supply Chain Logistics, Advanced Manufacturing, Data Infrastructure, Software as a Service (SaaS), Pharma, MedTech, Artificial Intelligence","Cloud Computing: SaaS (Software as a Service), Software Development: DevOps, Supply Chain Logistics: Automation, Advanced Manufacturing: Data Services, Advanced Manufacturing: Industrial IoT, Data Infrastructure: Data Infrastructure Services, Software as a Service (SaaS): Development, Pharma: Artificial Intelligence and Blockchain, MedTech: Monitoring Technologies, Artificial Intelligence: Data Analysis",,0,,0
03925802,SOLARSENSE (UK) LTD,46,2561779,0.232,0.232,,Small,02/15/2000 00:00:00,"Multi-award winning clean energy company. specialising in the installation of solar panels, battery storage, ev & heat pumps for businesses & homeowners.",solarsense-uk.com,BS21 6RR,"CleanTech, Net Zero, Energy Generation","CleanTech: Energy Production, Management and Storage, Net Zero: Low Carbon Energy Generation, Net Zero: Heating, Net Zero: Energy Storage, Net Zero: Renewables, Net Zero: Renewable Energy Planning Database, Energy Generation: Solar",,0,,0
10255214,COMPOUND SEMICONDUCTOR APPLICATIONS CATAPULT LIMITED,124,22827349,0.3805,0.242,0.519,Medium,06/28/2016 00:00:00,"Since 2018, the catapult has built a team of nearly 100 talented employees, developed a state-of-the-art innovation centre and initiated over £100m in projects. take a look at the impact we've made.",csa.catapult.org.uk,NP10 8BE,"Space Energy, Photonics, Computer Hardware, Quantum Economy, Electronics Manufacturing","Space Energy: Power Core, Photonics: Telecommunications, Photonics: Quantum Tech, Photonics: Optics, Photonics: Microelectronics, Computer Hardware: Tools, Quantum Economy: Photonics, Quantum Economy: Components and Materials, Electronics Manufacturing: Communications",63404126,0,,0
11339039,APPLICATIONS PLATFORMS LIMITED,20,1373945,0.232,0.232,,Small,05/01/2018 00:00:00,"The domain name system (dns) is a distributed internet system that maps human-readable names (like www.oracle.com) to ip addresses. oracle's globally distributed dns service offers enhanced dns performance, resiliency, and scalability.",oracle.com,BH1 1JN,"Cloud Computing, Supply Chain Logistics, Data Infrastructure, Software as a Service (SaaS), Artificial Intelligence","Cloud Computing: Platform as a Service (PaaS) & Platform Management, Cloud Computing: IaaS (Infrastructure as a Service), Cloud Computing: SaaS (Software as a Service), Supply Chain Logistics: Artificial Intelligence, Data Infrastructure: Data Infrastructure Services, Data Infrastructure: Data Infrastructure Software, Data Infrastructure: Data Storage, Data Infrastructure: Data Centres, Software as a Service (SaaS): Analytics, Software as a Service (SaaS): Development, Artificial Intelligence: Data Analysis",,0,,0
11250772,SAMSARA NETWORKS LIMITED,264,46920643,0.3105,0.441,0.18,Large,03/12/2018 00:00:00,"Increasing the safety, efficiency, and sustainability of the operations that power our economy.",samsara.com,E1 8DE,"Supply Chain Logistics, Artificial Intelligence, Internet of Things","Supply Chain Logistics: Freight Tracking Tech, Artificial Intelligence: Enabling Platforms, Internet of Things: Smart Cities and Transport",,1346.62,2021-12-01,0
06927267,MATERION UK LIMITED,90,1833159,0.762,0.762,,Medium,06/08/2009 00:00:00,"A global supplier of specialty materials including alloys, beryllium products, composite / clad metals, thin film deposition materials, precision optics",materion.com,GU14 6XE,"Space Energy, In-Orbit Servicing and Manufacturing, Space Economy, Advanced Materials, Computer Hardware, Quantum Economy, MedTech, Electronics Manufacturing","Space Energy: Power Core, In-Orbit Servicing and Manufacturing: Space Manufacturing, Space Economy: Materials, Advanced Materials: Metals, Advanced Materials: Coatings, Advanced Materials: Technical Ceramics and Glass, Advanced Materials: Optics and Photonics, Advanced Materials: Electrochemical, Computer Hardware: Tools, Quantum Economy: Components and Materials, MedTech: Advanced Materials, Electronics Manufacturing: Optical devices",,0,,0
10489088,OCTAIPIPE LIMITED,41,1951293,0.555,0.555,,Small,11/21/2016 00:00:00,We deliver bespoke ai-driven business innovation & solutions through our data science and machine learning services. see how we do it!,t-dab.ai,E1 6JN,"Engineering Biology Supply Chain, Cloud Computing, Advanced Manufacturing, Data Infrastructure, Cyber, MedTech, Energy Management, Artificial Intelligence, Internet of Things","Engineering Biology Supply Chain: Computational - AI / Bioinformatics / Omics / Software, Cloud Computing: Platform as a Service (PaaS) & Platform Management, Advanced Manufacturing: Industrial IoT, Advanced Manufacturing: Artificial Intelligence, Data Infrastructure: Data Infrastructure Services, Cyber: IoT Security, MedTech: Artificial Intelligence, Energy Management: AI and IoT, Artificial Intelligence: Machine Learning, Artificial Intelligence: Systems Optimisation, Artificial Intelligence: Green Tech, Artificial Intelligence: Life Sciences, Artificial Intelligence: Enabling Platforms, Artificial Intelligence: Data Analysis, Internet of Things: Smart Cities and Transport, Internet of Things: Industrial IoT",854341.61,4.54,2024-01-01,0
10342164,INAWISDOM LTD,200,27720583,0.476,0.509,0.443,Medium,08/23/2016 00:00:00,,inawisdom.com,EC2M 4AG,"Autonomy and Robotics, Engineering Biology Supply Chain, Advanced Manufacturing, Data Infrastructure, Artificial Intelligence","Autonomy and Robotics: Reasoning and Acting, Engineering Biology Supply Chain: Computational - AI / Bioinformatics / Omics / Software, Advanced Manufacturing: Industrial IoT, Advanced Manufacturing: Artificial Intelligence, Data Infrastructure: Data Infrastructure Services, Artificial Intelligence: Machine Learning, Artificial Intelligence: Green Tech, Artificial Intelligence: Enabling Platforms, Artificial Intelligence: Data Analysis",,0,2020-12-01,0
FC031294,EQTEC PUBLIC LIMITED COMPANY,36,16083121,0.338,0.149,0.527,Medium,03/26/2013 00:00:00,"Welcome to eqtec, the world-leading technology innovation company. creating syngas from advanced gasification for sustainable waste to energy and biofuels.",eqtec.com,T12 W7CV,"CleanTech, Research and Consulting - Physical Sciences and Engineering, Net Zero, Energy Generation","CleanTech: Mining, Fuels and Biofuels, CleanTech: Environmental Protection and Monitoring, CleanTech: Energy Production, Management and Storage, Research and Consulting - Physical Sciences and Engineering: Engineering Research, Net Zero: Low Carbon Energy Generation, Net Zero: Renewable Energy Planning Database, Energy Generation: Bioenergy",,0,,0
12390015,DOIT INTERNATIONAL UK&I LTD,270,355352955,2.1959999999999997,2.286,2.106,Large,01/07/2020 00:00:00,"We help make the cloud yours. we’re your go-to innovation team, working with you to maximize what your cloud can do.",doit.com,EC4M 7AU,"Cloud Computing, Software Development, Data Infrastructure, Software as a Service (SaaS)","Cloud Computing: Platform as a Service (PaaS) & Platform Management, Cloud Computing: IaaS (Infrastructure as a Service), Cloud Computing: SaaS (Software as a Service), Software Development: Cloud Computing, Data Infrastructure: Data Storage, Software as a Service (SaaS): Analytics, Software as a Service (SaaS): Development",,0,,0
10121147,5VALUES CONSULTING GROUP LTD,58,1619201,0.394,0.394,,Medium,04/13/2016 00:00:00,We are specialists in internet of things (iot) and broadcast technology talent solutions. iot. broadcast technology. our partners. eurofins. infosys. freesat. sky.,paratuspeople.com,BS2 0JA,"Advanced Manufacturing, Cyber","Advanced Manufacturing: Industrial IoT, Cyber: IoT Security",,0,,0
11160393,SMARTIA LTD,21,981265,0.261,0.261,,Small,01/19/2018 00:00:00,"Empowering engineers to easily connect and transform operational data into actionable insights and machine intelligence. developers of maio, an industrial intelligence technology combining ai (artificial intelligence) and iot (internet of things).",smartia.tech,BS16 7FR,"Advanced Manufacturing, Cyber, MedTech, Artificial Intelligence, Internet of Things","Advanced Manufacturing: Industrial IoT, Advanced Manufacturing: Artificial Intelligence, Cyber: IoT Security, MedTech: Artificial Intelligence, Artificial Intelligence: Machine Learning, Artificial Intelligence: Industry 4.0 and Automation, Artificial Intelligence: Enabling Platforms, Artificial Intelligence: Data Analysis, Internet of Things: Industrial IoT",609893.85,1.96,2022-10-01,0
12086431,MERITAS SCIENTIFIC HOLDINGS LIMITED,784,62535380,0.2095,0.131,0.288,Large,07/05/2019 00:00:00,Cawood scientific is the uk's largest independent provider of analytical testing and sampling services for the land-based industries.,cawood.co.uk,RG42 6NS,"Life Sciences, Food Tech, AgriTech","Life Sciences: Environmental Sciences Products and Services, Food Tech: Agri Tech, AgriTech: AgSciences",,0,,0
11138872,DATA SCIENCE CENTRAL UK LIMITED,182,12707718,0.962,0.962,,Medium,01/08/2018 00:00:00,New & notable top webinar recently added new videos,datasciencecentral.com,EC2A 4DS,"Supply Chain Logistics, Advanced Manufacturing, Energy Management, Artificial Intelligence, EdTech","Supply Chain Logistics: Artificial Intelligence, Advanced Manufacturing: Artificial Intelligence, Energy Management: AI and IoT, Artificial Intelligence: Machine Learning, Artificial Intelligence: Green Tech, Artificial Intelligence: Life Sciences, Artificial Intelligence: Enabling Platforms, EdTech: Artificial Intelligence",,0,,0
10317962,CHEESECAKE ENERGY LIMITED,30,1517915,0.381,0.381,,Small,08/08/2016 00:00:00,Cheesecake energy ltd (cel) has developed the world’s most sustainable energy storage technology to support the integration of renewable energy,cheesecakeenergy.com,NG7 2TU,"Space Energy, CleanTech, Energy Storage, Energy Management, Net Zero, Energy Generation","Space Energy: Power Core, CleanTech: Energy Production, Management and Storage, Energy Storage: Batteries, Energy Storage: Mechanical, Energy Storage: Thermal, Energy Management: Energy Management Systems, Net Zero: Low Carbon Energy Generation, Net Zero: Energy Storage, Net Zero: Grid, Net Zero: Renewables, Net Zero: Renewable Energy Planning Database, Energy Generation: Fossil Fuels",829000.76,14.45,2023-04-01,0
09889431,PARAGRAF LIMITED,210,228923,0.605,0.605,,Medium,11/25/2015 00:00:00,We specialise in the deposition of high-purity 2d graphene and its incorporation into ready to use devices.,paragraf.com,PE28 3EB,"Sensors, Advanced Materials, Computer Hardware, Quantum Economy","Sensors: Medical, Advanced Materials: Emergent, Advanced Materials: Carbon-Based, Computer Hardware: Semiconductor electronics, Computer Hardware: Tools, Quantum Economy: Components and Materials",1560689.4,70.58,2022-07-01,0
08987637,PETALITE LIMITED,60,12569409,0.396,0.396,,Medium,04/09/2014 00:00:00,"We are changing the charge at dc electric vehicle charging stations, reducing costs and increasing reliability for customers globally",petalite.co.uk,B4 7BA,"Artificial Intelligence, Net Zero","Artificial Intelligence: Green Tech, Net Zero: Low Emission Vehicles",3588096.9799999995,4.8,2022-01-01,0
12240489,NUCORO HOLDINGS LIMITED,98,2747610,2.156,1.33,2.982,Medium,10/02/2019 00:00:00,The cloud-native savings and investment platform. nucoro is the foundation for building the entire range of digital-first money management solutions at scale. automated investing. goals-based investing. micro-trading. digital wealth management.,nucoro.com,EC3R 7BB,FinTech,"FinTech: Regtech, FinTech: Tech for Enterprise",,0,,0
11703451,NATIONAL ENERGY HOLDINGS LIMITED,115,21132321,1.675,1.675,,Medium,11/29/2018 00:00:00,National energy is a privately funded corporate group active in the renewable energy sector.,national.energy,EC4R 3TT,"CleanTech, Net Zero, Energy Generation","CleanTech: Energy Production, Management and Storage, Net Zero: Low Carbon Energy Generation, Net Zero: Energy Storage, Net Zero: Energy Cooperatives, Net Zero: Renewables, Net Zero: Renewable Energy Planning Database, Energy Generation: Onshore Wind, Energy Generation: Solar",,43.35,2021-12-01,0
07608360,ELSEWHEN LTD,33,1535562,0.247,0.247,,Small,04/19/2011 00:00:00,Elsewhen empower leaders to harness a cutting edge approach to design and technology to deliver positive impact for their organisations.,elsewhen.com,EC2A 4NE,Digital Creative Industries,Digital Creative Industries: Design,,0,,0
09141425,NAGARRO SOFTWARE LTD,37,27501439,0.23650000000000002,0.083,0.39,Medium,07/22/2014 00:00:00,"A digital product engineering leader, nagarro drives technology-led business breakthroughs for industry leaders and challengers through agility and innovation.",nagarro.com,TW9 2RD,,,,0,,0
08874662,SLALOM CONSULTING LIMITED,880,127827682,0.4215,0.414,0.429,Large,02/04/2014 00:00:00,"Slalom is a global consulting firm focused on strategy, technology, and business transformation.",slalom.com,SE1 9RA,,,,0,,0
10591395,INTELLEGENS LIMITED,40,2745348,0.468,0.468,,Small,01/30/2017 00:00:00,"Accelerate innovation for materials, chemicals, manufacturing, and beyond. advanced deep learning extracts value from real-world, sparse, noisy data.",intellegens.com,CB10 1PF,"Engineering Biology Supply Chain, Advanced Manufacturing, Pharma, MedTech, Artificial Intelligence","Engineering Biology Supply Chain: Computational - AI / Bioinformatics / Omics / Software, Advanced Manufacturing: Artificial Intelligence, Pharma: Artificial Intelligence and Blockchain, MedTech: Artificial Intelligence, Artificial Intelligence: Machine Learning, Artificial Intelligence: Life Sciences, Artificial Intelligence: Data Analysis",1121110.1,1.91,2023-08-01,0
04952566,BUTTERFLY PROJECTS LTD,40,1906605,0.385,0.385,,Small,11/04/2003 00:00:00,"Experienced technology consultants specialising in data science and data management, helping organisations achieve data-driven results through digital transformation using cloud services.",butterflydata.co.uk,CF5 5TD,"Data Infrastructure, Data Intermediaries, Artificial Intelligence, AgriTech","Data Infrastructure: Data Infrastructure Services, Data Infrastructure: Data Infrastructure Software, Data Infrastructure: Data Storage, Data Infrastructure: Data Centres, Data Intermediaries: Undefined Intermediaries, Data Intermediaries: Data Co-operatives, Artificial Intelligence: Machine Learning, Artificial Intelligence: Data Analysis, AgriTech: Management Platforms",5000,0,,1
11388567,PQSHIELD LTD,46,3195243,0.434,0.434,,Small,05/30/2018 00:00:00,Creating the global standards and core technologies to power the security layer of the world’s leading organisations.,pqshield.com,OX2 7HT,"Space Economy, Photonics, Quantum Economy","Space Economy: Cyber Security and Encryption, Photonics: Quantum Tech, Quantum Economy: Photonics",1603829.7,50.27,2024-06-01,0
