Companynumber,Companyname,BestEstimateCurrentEmployees,BestEstimateCurrentTurnover,BestEstimateGrowthPercentagePerYear,BestEstimateEmployeeGrowthPercentagePerYear,BestEstimateTurnoverGrowthPercentagePerYear,CompanyGrowthStage,SortableIncorporationDate,Description,URLs,Registeredpostcode,RTICs,RTICsubsectors,TotalInnovateUKFunding,TotalDealroomFundingMillionPounds,LastKnownDealroomFunding,WomenFounded
06479575,GLOBAL EPROCURE LIMITED,135,32479426,0.2225,0.19,0.255,Medium,01/22/2008 00:00:00,"Gep smart is a unified procurement software platform with comprehensive functionality, including spend analysis, sourcing, contract management, supplier management, and procure-to-pay.",gep.com,EC4V 4BE,"Supply Chain Logistics, Food Tech","Supply Chain Logistics: Supply Chain Visibility, Supply Chain Logistics: Service Providers, Supply Chain Logistics: Management Platforms, Supply Chain Logistics: Blockchain and Digital Twins, Supply Chain Logistics: Artificial Intelligence, Supply Chain Logistics: Automation, Food Tech: Food Safety and Traceability",,0,,0
10379325,VERTICAL FUTURE LIMITED,86,7963397,0.371,0.371,,Medium,09/16/2016 00:00:00,"Vertical farming & research company, vertical future, develops advanced systems and solutions for the vertical farming industry. we’re here to help!",verticalfuture.com,SE8 4SA,"Robotics and Autonomous systems, Food Tech, AgriTech, Net Zero","Robotics and Autonomous systems: Agriculture: Vertical Farming, Food Tech: Agri Tech, AgriTech: Vertical Farming, AgriTech: Automation, Net Zero: Agritech",1775349.48,29.17,2024-04-01,0
10267904,CRYPTO QUANTIQUE LIMITED,36,6892808,0.231,0.231,,Small,07/07/2016 00:00:00,"Crypto quantique’s easy-to-use, unbeatable, end-to-end iot security solutions unlock scalability for iot device systems.",cryptoquantique.com,SE1 0LH,"Software Development, Quantum Technology, Advanced Manufacturing, Space Economy, Photonics, Cyber, AgriTech, Internet of Things","Software Development: Embedded Software, Quantum Technology: Quantum Communication, Advanced Manufacturing: Industrial IoT, Space Economy: Cyber Security and Encryption, Photonics: Quantum Tech, Cyber: Cryptographic Authentication, Cyber: Identity Management, Cyber: IoT Security, AgriTech: Remote Sensing, Internet of Things: Energy Management & Smart Buildings, Internet of Things: Connectivity Platforms",2014091,14.23,2023-10-01,0
07040707,ELAIT LIMITED,25,1172539,0.453,0.453,,Small,10/14/2009 00:00:00,"Elait is a leading data governance solutions provider and delivers large-scale data management solutions using pioneering tools, processes, and technologies.",elait.com,SW1H 0BL,"Cloud Computing, Advanced Manufacturing, Data Infrastructure, Data Intermediaries, Software as a Service (SaaS), Artificial Intelligence, AgriTech, Geospatial Economy, EdTech","Cloud Computing: Platform as a Service (PaaS) & Platform Management, Cloud Computing: SaaS (Software as a Service), Advanced Manufacturing: Data Services, Data Infrastructure: Data Infrastructure Services, Data Infrastructure: Data Infrastructure Software, Data Infrastructure: Data Storage, Data Infrastructure: Data Centres, Data Intermediaries: Undefined Intermediaries, Data Intermediaries: PDS/PIMS, Software as a Service (SaaS): Development, Artificial Intelligence: Data Analysis, AgriTech: Management Platforms, Geospatial Economy: Geospatial and GIS Technologies, EdTech: Artificial Intelligence",,0,,0
11001894,VORTEX IOT LIMITED,75,5334479,0.402,0.402,,Medium,10/09/2017 00:00:00,"The company builds environmental sensors, networks and data solutions to support decarbonisation efforts globally. experts in the latest iot, ai, 5g and…",vortexiot.com,SA11 1NJ,"Space Economy, AgriTech, Net Zero, Internet of Things","Space Economy: Mapping, AgriTech: Remote Sensing, Net Zero: Building Technologies, Net Zero: Pollution Control and Mitigation, Internet of Things: Smart Cities and Transport",1528566,1.68,2022-01-01,0
10866473,SCANDIT LTD,275,13054059,0.954,0.954,,Large,07/14/2017 00:00:00,"Our smart data capture platform enables barcode scanning, ar, text and object recognition for enterprise apps on any camera-equipped smart device.",scandit.com,N3 1XW,"Data Infrastructure, Food Tech, Cyber, Immersive Technologies","Data Infrastructure: Trusted Execution Environments, Food Tech: Food Safety and Traceability, Cyber: IoT Security, Immersive Technologies: Augmented Reality",,207.56,2022-02-01,0
06038406,DEVELOPMENT AID FROM PEOPLE TO PEOPLE UK,29,1167161,0.212,0.185,0.239,Small,12/29/2006 00:00:00,Dapp is a charity selling secondhand clothes and shoes,dappuk.org,NN1 2BH,"CleanTech, AgriTech, Net Zero","CleanTech: Agriculture, Forestry and Biodiversity, AgriTech: AgSciences, Net Zero: Agritech",,0,,0
07347104,RAFT SOLUTIONS LIMITED,19,846067,0.205,0.205,,Small,08/16/2010 00:00:00,"Welcome to raft solutions precision livestock multi-micronutrient boluses exclusively from raft solutions. for more information, click below! providing high quality input and advice in sustainable livestock production is at the ...",raftsolutions.co.uk,HG4 3AJ,Food Tech,Food Tech: Agri Tech,1481059.1900000002,0,2022-03-01,0
09822653,LOGICMONITOR UK LIMITED,298,51898910,0.6685,0.634,0.703,Large,10/13/2015 00:00:00,Logicmonitor is the leading saas-based unified observability and it operations data collaboration platform for enterprise it and managed service providers.,logicmonitor.com,SE1 9LQ,"Cloud Computing, Data Infrastructure, Software as a Service (SaaS), AgriTech, Internet of Things","Cloud Computing: Platform as a Service (PaaS) & Platform Management, Data Infrastructure: Data Infrastructure Services, Software as a Service (SaaS): Analytics, AgriTech: Remote Sensing, Internet of Things: e-Health, Internet of Things: Energy Management & Smart Buildings",,0,,0
10161841,SPHERA UK HOLDINGS LIMITED,317,31990017,0.20550000000000002,0.234,0.177,Large,05/04/2016 00:00:00,"With over 15,000 annually updated datasets, sphera’s lca data provides a reliable foundation for life cycle-based decision support.",sphera.com,E1 6RS,"ESG, Space Energy, Food Tech, AgriTech, Net Zero","ESG: ESG Consultants, Space Energy: Power Core, Food Tech: Food Safety and Traceability, AgriTech: Management Platforms, Net Zero: Low Carbon Consultancy, Advisory & Offsetting Services",,0,,0
10888253,GROUND CONTROL TECHNOLOGIES HOLDINGS LTD,126,45013334,0.21150000000000002,0.192,0.231,Large,07/28/2017 00:00:00,Ground control's systems deliver best in breed satellite & cellular iot solutions for your remote critical communication needs. discover our range of solutions.,groundcontrol.com,GL2 8AX,"Space Energy, Space Economy, Telecommunications, Cyber, Electronics Manufacturing, AgriTech, Geospatial Economy, Internet of Things","Space Energy: Operations Management, Space Energy: Ground Segment, Space Economy: Mapping, Space Economy: Communications, Space Economy: Data Infrastructures, Space Economy: Location and Connectivity, Telecommunications: Network Providers, Telecommunications: Satellite Communications, Cyber: IoT Security, Electronics Manufacturing: Communications, AgriTech: Remote Sensing, Geospatial Economy: Data Processing and Visualisation, Internet of Things: Connectivity Platforms",,0,,0
12420613,ACETO UK HOLDING LIMITED,238,86082615,1.0205,1.127,0.914,Large,01/23/2020 00:00:00,,aceto.com,MK9 1FH,"Life Sciences, Food Tech, Pharma","Life Sciences: Chemical Products and Services, Life Sciences: Life Sciences Manufacturing, Food Tech: Next Generation Foods, Pharma: Pharma and BioPharma",,0,,0
04287879,SPHERA SOLUTIONS UK LIMITED,378,39809973,0.428,0.442,0.414,Large,09/14/2001 00:00:00,"With over 15,000 annually updated datasets, sphera’s lca data provides a reliable foundation for life cycle-based decision support.",sphera.com,E1 6RS,"ESG, Space Energy, Food Tech, AgriTech, Net Zero","ESG: ESG Consultants, Space Energy: Power Core, Food Tech: Food Safety and Traceability, AgriTech: Management Platforms, Net Zero: Low Carbon Consultancy, Advisory & Offsetting Services",,0,2017-04-01,0
07633047,CCM TECHNOLOGIES LIMITED,48,4250778,0.357,0.357,,Small,05/13/2011 00:00:00,"Ccm technologies is an award winning leader within the cleantech industry, focused on resource optimisation, including carbon capture and utilisation (ccu).",ccmtechnologies.co.uk,SN3 4WH,"CleanTech, AgriTech, Net Zero","CleanTech: Mining, Fuels and Biofuels, CleanTech: Environmental Protection and Monitoring, AgriTech: AgSciences, Net Zero: Carbon Capture",4062974.77,3.52,2024-06-01,0
11951667,Y-PRIME UK LTD,120,2274208,0.589,0.589,,Medium,04/17/2019 00:00:00,"Eclinical technology for clinical trial management. introduce greater speed, precision and data quality to your clinical trial.",yprime.com,WA14 2DT,"Data Infrastructure, Life Sciences, Wearables and Quantified Self, Pharma, MedTech, Research and Consulting - Physical Sciences and Engineering, Artificial Intelligence, AgriTech","Data Infrastructure: Data Infrastructure Services, Data Infrastructure: Data Storage, Life Sciences: Research, Wearables and Quantified Self: Medical, Pharma: Research and Data Analytics, Pharma: Artificial Intelligence and Blockchain, MedTech: Artificial Intelligence, Research and Consulting - Physical Sciences and Engineering: Physical Sciences Research, Artificial Intelligence: Life Sciences, AgriTech: Management Platforms",,4.75,2019-02-01,0
10499190,FISCHER FARMS LTD,78,664295,0.595,0.595,,Medium,11/28/2016 00:00:00,"Fischer farms combines agroscience, big data and environmental activism to bring you the future of farming.",fischerfarms.co.uk,DE13 8AJ,"Robotics and Autonomous systems, Food Tech, CleanTech, AgriTech, Net Zero","Robotics and Autonomous systems: Agriculture: Vertical Farming, Food Tech: Agri Tech, CleanTech: Agriculture, Forestry and Biodiversity, AgriTech: Vertical Farming, AgriTech: AgSciences, AgriTech: Automation, Net Zero: Agritech",,26,2021-05-01,0
09842937,AMPLIFI GROUP LIMITED,114,14490545,0.3335,0.336,0.331,Medium,10/27/2015 00:00:00,We are an international management consultancy and innovative industry leader exclusively focused on data and information management solutions.,amplifiuk.com,CV32 4XP,"Data Infrastructure, Data Intermediaries, Artificial Intelligence, AgriTech","Data Infrastructure: Data Infrastructure Services, Data Infrastructure: Data Infrastructure Software, Data Infrastructure: Data Storage, Data Intermediaries: Undefined Intermediaries, Data Intermediaries: Data Co-operatives, Data Intermediaries: PDS/PIMS, Artificial Intelligence: Data Analysis, AgriTech: Management Platforms",,0,2021-03-01,0
10271134,TROPIC BIOSCIENCES UK LIMITED,301,665124,0.546,0.546,,Large,07/11/2016 00:00:00,"We're making tropical agriculture more productive and sustainable by using cutting-edge genetic innovation. together, we're enabling brighter futures for growers who need it most.",tropic.bio,NR4 7GJ,"Engineering Biology Application, Life Sciences, Food Tech, CleanTech, AgriTech, Net Zero","Engineering Biology Application: Agriculture & Food - Agriculture / Eco-Friendly Agrochemicals, Life Sciences: Biology and Biotech, Life Sciences: Research, Life Sciences: Synthetic Biotechnology, Food Tech: Agri Tech, CleanTech: Agriculture, Forestry and Biodiversity, AgriTech: AgSciences, AgriTech: Automation, Net Zero: Agritech",2622405.3,61.12,2022-07-01,0
10005971,HARK SYSTEMS LTD.,32,4617164,0.264,0.264,,Small,02/15/2016 00:00:00,"At hark, we’re at the forefront of iot in energy, manufacturing, retail and more. improve efficiency, maximise yield and reduce waste.",harksys.com,LS1 4JB,"Advanced Manufacturing, Cyber, MedTech, Energy Management, Artificial Intelligence, AgriTech, Net Zero, Internet of Things","Advanced Manufacturing: Industrial IoT, Cyber: IoT Security, MedTech: Monitoring Technologies, Energy Management: Energy Management Systems, Energy Management: AI and IoT, Artificial Intelligence: Green Tech, AgriTech: Remote Sensing, Net Zero: Building Technologies, Internet of Things: Smart Cities and Transport, Internet of Things: Industrial IoT, Internet of Things: Energy Management & Smart Buildings",,0,,0
10149459,CYNOZURE GROUP LTD,20,930578,0.228,0.228,,Small,04/27/2016 00:00:00,Cynozure is a data and analytics strategy consultancy that creates data-guided organisations; based in london and new york,cynozure.com,AL3 5BH,"Advanced Manufacturing, Data Infrastructure, Agency Market, AgriTech, AdTech","Advanced Manufacturing: Data Services, Data Infrastructure: Data Infrastructure Services, Agency Market: Analytics, AgriTech: Management Platforms, AdTech: Data Management and Analysis",,0,,1
NI614697,FOODS CONNECTED LTD,136,2930575,0.365,0.365,,Medium,09/28/2012 00:00:00,,foodsconnected.com,BT48 7EL,"Supply Chain Logistics, Food Tech","Supply Chain Logistics: Management Platforms, Food Tech: Food Safety and Traceability",668148,0,,0
09793578,VIRTUSLAB LTD,380,63942887,2.5255,3.508,1.543,Large,09/24/2015 00:00:00,"We engineer reliable and scalable software solutions of the highest quality – supporting our customers’ growth. fintech, tooling, streaming, data solutions.",virtuslab.com,E14 5NR,AgriTech,AgriTech: Management Platforms,,0,,0
07832826,EVOGRO LTD,19,2758573,0.221,0.221,,Small,11/02/2011 00:00:00,"Grow your own perfect salad leaves, microgreens and herbs right in your kitchen.",evogro.com,ME19 6BJ,AgriTech,AgriTech: Vertical Farming,1828465.93,1.25,2022-05-01,0
07485799,THREADNEEDLE SOFTWARE LIMITED,225,6689903,0.864,0.864,,Medium,01/07/2011 00:00:00,"Solidatus is a powerful tool for clever data management, visualization and discovery.",solidatus.com,EC4R 9AN,"Data Infrastructure, Data Intermediaries, AgriTech","Data Infrastructure: Data Infrastructure Services, Data Infrastructure: Data Storage, Data Intermediaries: Undefined Intermediaries, Data Intermediaries: Data Co-operatives, Data Intermediaries: PDS/PIMS, AgriTech: Management Platforms",,14,2021-02-01,0
03488963,PILZ AUTOMATION TECHNOLOGY UK LIMITED,3,645704,0.137,0.137,,Micro,12/30/1997 00:00:00,"Pilz is a complete automation technology supplier operating internationally. we supply components, systems and services for safe automation. - pilz - cn",pilz.com,NN18 8TJ,"Autonomy and Robotics, Sensors, Advanced Manufacturing, Food Tech","Autonomy and Robotics: Sensing and Perception, Autonomy and Robotics: Robotic Integration, Autonomy and Robotics: Robotic Mobility, Sensors: Autonomous vehicles, Sensors: Image and Video Analysis, Advanced Manufacturing: Robotics and Automation, Food Tech: Food Safety and Traceability",,0,,0
07783306,REES TRADING UK LTD,178,23055168,0.7705000000000001,1.217,0.324,Medium,09/22/2011 00:00:00,"Uk robotics and automation supplier specialising in packaging systems. robotic automation, packaging machinery, robot palletisers, industrial weighing systems, pallet wrapping and stretch hooding, baler machinery and bulk bagging systems",rmgroupuk.com,SY16 4LE,"Autonomy and Robotics, Robotics and Autonomous systems, Advanced Manufacturing, Food Tech, Pharma","Autonomy and Robotics: Robotic Integration, Autonomy and Robotics: Robotic Mobility, Robotics and Autonomous systems: Integrators, Robotics and Autonomous systems: Logistics / warehousing, Robotics and Autonomous systems: Packaging, Advanced Manufacturing: Robotics and Automation, Food Tech: Food Safety and Traceability, Pharma: Automation",,0,,0
06397669,ESEYE LIMITED,213,31775569,0.22399999999999998,0.239,0.209,Medium,10/12/2007 00:00:00,Eseye is the only partner you need to realise your iot goals. from initial idea to successful deployment – plus everything in-between.,eseye.com,GU2 7AF,"Software Development, Advanced Manufacturing, Wearables and Quantified Self, Food Tech, Cyber, AgriTech, Internet of Things","Software Development: Embedded Software, Advanced Manufacturing: Industrial IoT, Wearables and Quantified Self: Medical, Food Tech: Kitchen Tech, Cyber: IoT Security, AgriTech: Remote Sensing, Internet of Things: Smart Cities and Transport, Internet of Things: Industrial IoT, Internet of Things: Energy Management & Smart Buildings, Internet of Things: Connectivity Platforms",167067,49.16,2024-01-01,0
07864369,ZYNSTRA LIMITED,181,6537283,0.2925,0.3,0.285,Medium,11/29/2011 00:00:00,"Ncr is the world’s leading enterprise provider of software, hardware and services for banks, retailers, restaurants, small business and telecom & technology",ncr.com,BA1 1UD,Food Tech,Food Tech: Kitchen Tech,,8.93,2019-12-01,0
11652342,ACCESS FINTECH (UK) LTD,109,4306620,0.556,0.556,,Medium,10/31/2018 00:00:00,"Accessfintech offers a network of participants sharing data, standardising workflows and collaboration exception resolution",accessfintech.com,W1B 5TE,"FinTech, AgriTech","FinTech: Tech for Enterprise, AgriTech: Management Platforms",,81.04,2023-01-01,0
11299092,BIGID UK LTD,49,12686424,0.458,0.466,0.45,Medium,04/09/2018 00:00:00,"Get actionable data intelligence with bigid: discover and manage sensitive data across the enterprise and take action for privacy, security, and governance.",bigid.com,CV34 4HL,"Data Infrastructure, Data Intermediaries, Artificial Intelligence, AgriTech, Geospatial Economy","Data Infrastructure: Data Infrastructure Services, Data Infrastructure: Data Infrastructure Software, Data Infrastructure: Data Storage, Data Infrastructure: Data Centres, Data Intermediaries: Undefined Intermediaries, Data Intermediaries: Data Co-operatives, Data Intermediaries: PDS/PIMS, Artificial Intelligence: Enabling Platforms, Artificial Intelligence: Data Analysis, AgriTech: Management Platforms, Geospatial Economy: Data Processing and Visualisation",,233.55,2024-03-01,0
04227511,HYGIENA INTERNATIONAL LIMITED,82,52843213,0.23450000000000001,0.192,0.277,Large,06/01/2001 00:00:00,Grow with hygiena the hygiena story oem partners,hygiena.com,WD18 8YU,Food Tech,Food Tech: Food Safety and Traceability,120000,0,,0
NI620807,SHOPKEEP.COM LTD,183,13773512,0.22,0.22,,Medium,10/08/2013 00:00:00,Lightspeed's ecommerce platform and online store software will help your business build a strong web presence. try it now with our 14 day free trial.,lightspeedhq.com,BT2 8BA,"E-Commerce, Food Tech","E-Commerce: Inventory, Food Tech: Kitchen Tech",,0,,0
09209151,WI-Q LIMITED,39,4174378,0.218,0.218,,Small,09/09/2014 00:00:00,Wi-q is a mobile ordering platform used globally by many high-profile clients. designed to optimise operation efficiency and improve guest experience.,wi-q.com,M4 6LZ,Food Tech,Food Tech: Kitchen Tech,,3,2022-09-01,0
12864350,FLIPDISH UK LIMITED,180,12533640,1.015,1.015,,Medium,09/08/2020 00:00:00,"Flipdish is everything you need to take orders direct from your own sites and apps, offer digital ordering from kiosks or phones, and grow your business with marketing and loyalty campaigns.",flipdish.com,EC4M 7AU,Food Tech,"Food Tech: Kitchen Tech, Food Tech: Food Delivery",,0,,0
10196447,IHYBRID LIMITED,42,1970251,0.485,0.485,,Small,05/24/2016 00:00:00,"Best hospitality epos software and till systems for restaurants, bars, cafes, takeaways, bakeries, food courts, pubs, nightclubs, casual dining. epos hybrid will automate all business operations and allow you to monitor from anywhere.",eposhybrid.com,CR0 0XZ,Food Tech,Food Tech: Kitchen Tech,,0,,0
10504047,JONES FOOD COMPANY LIMITED,57,11623,0.34,0.34,,Medium,11/30/2016 00:00:00,,jonesfoodcompany.co.uk,GL15 5SA,"Robotics and Autonomous systems, Food Tech, CleanTech, AgriTech, Net Zero","Robotics and Autonomous systems: Agriculture: Vertical Farming, Food Tech: Agri Tech, CleanTech: Agriculture, Forestry and Biodiversity, AgriTech: Vertical Farming, AgriTech: Automation, Net Zero: Agritech",,8.69,2019-06-01,0
09931232,FLO LIVE LIMITED,232,7288755,0.7769999999999999,1.162,0.392,Medium,12/29/2015 00:00:00,"Flolive’s iot connectivity solutions & products enables enterprises, mobile operators & cloud providers to manage & protect iot devices.",flolive.net,W1F 9HT,"Advanced Manufacturing, Cyber, AgriTech, Internet of Things","Advanced Manufacturing: Industrial IoT, Cyber: Identity Management, Cyber: IoT Security, AgriTech: Remote Sensing, Internet of Things: Smart Cities and Transport, Internet of Things: Industrial IoT, Internet of Things: Energy Management & Smart Buildings, Internet of Things: Connectivity Platforms",,68.02,2023-09-01,0
02632608,SYNTEGON TECHNOLOGY LIMITED,33,37785000,1.4929999999999999,-0.075,3.061,Large,07/25/1991 00:00:00,Are you looking for the right cartoning machine? syntegon offers state-of-the-art cartoners for a wide variety of applications.,syntegon.com,DE21 4SU,"Robotics and Autonomous systems, Food Tech","Robotics and Autonomous systems: Logistics / warehousing, Robotics and Autonomous systems: Packaging, Food Tech: Food Processing, Food Tech: Food Safety and Traceability",,0,,0
07515439,KAPPTURE LIMITED,89,4244705,0.315,0.315,,Medium,02/03/2011 00:00:00,,kappture.co.uk,DE21 5EL,Food Tech,Food Tech: Kitchen Tech,,0,2021-03-01,0
10723179,JOIN THE DOTS HOLDINGS LIMITED,159,98524530,0.2725,-0.002,0.547,Large,04/12/2017 00:00:00,Insites consulting is a new generation agency stretching boundaries of marketing research. helping global brands become locally relevant.,insites-consulting.com,M1 1JA,Food Tech,Food Tech: Next Generation Foods,,0,,0
09922979,CROP HEALTH AND PROTECTION LIMITED,87,8837582,0.33,0.33,,Medium,12/18/2015 00:00:00,"Crop health & protection (chap) brings together scientists, farmers, advisors and pioneers to advance crop productivity and yield in agriculture worldwide. see more.",chap-solutions.co.uk,YO10 5DG,"Robotics and Autonomous systems, Food Tech, CleanTech, AgriTech, Net Zero","Robotics and Autonomous systems: Agriculture: Vertical Farming, Food Tech: Agri Tech, CleanTech: Agriculture, Forestry and Biodiversity, AgriTech: Vertical Farming, AgriTech: Remote Sensing, AgriTech: Precision Farming, AgriTech: Management Platforms, AgriTech: AgSciences, AgriTech: Automation, Net Zero: Agritech",45724571.66,0,,0
10695004,B-HIVE INNOVATIONS LIMITED,23,1620362,0.114,0.114,,Small,03/28/2017 00:00:00,"Working together to deliver innovative solutions for the fresh produce industry. ... b-hive innovations ltd, unit 1.02, boole technology centre, beevor street,",b-hiveinnovations.co.uk,LN6 7GZ,"Food Tech, AgriTech, Net Zero","Food Tech: Agri Tech, AgriTech: Remote Sensing, AgriTech: AgSciences, Net Zero: Agritech",2668673.08,3,2022-06-01,0
03546594,JOIN THE DOTS (RESEARCH) LTD,124,63780815,0.2015,-0.04,0.443,Large,04/16/1998 00:00:00,Insites consulting is a new generation agency stretching boundaries of marketing research. helping global brands become locally relevant.,insites-consulting.com,M1 1JA,Food Tech,Food Tech: Next Generation Foods,,0,,0
08412581,THE GOOD TILL CO LTD.,118,7332438,0.38,0.38,,Medium,02/20/2013 00:00:00,An ipad-based pos system to centralise your processes with our feature-rich solution to manage your entire estate – starting from just £29 a month.,thegoodtill.com,WC2H 9US,Food Tech,Food Tech: Kitchen Tech,,0,2020-11-01,0
08677559,XIATECH LIMITED,131,9441104,1.086,1.086,,Medium,09/05/2013 00:00:00,"Embrace the power of hyper-integration - use one revolutionary platform to connect your systems, unify your data and deliver continuous insights",xiatech.co.uk,EC4V 4BE,"Cloud Computing, FinTech, Software as a Service (SaaS), Artificial Intelligence, AgriTech","Cloud Computing: Platform as a Service (PaaS) & Platform Management, FinTech: Tech for Enterprise, Software as a Service (SaaS): Human Resources, Artificial Intelligence: Data Analysis, AgriTech: Management Platforms",,0,,0
09381839,LIGHTSPEED POS UK LTD,305,2789981,0.602,0.602,,Large,01/09/2015 00:00:00,Lightspeed is more than an epos—it’s the centre of your business. get the tools to drive your enterprise forward.,lightspeedhq.co.uk,SE1 2HD,Food Tech,Food Tech: Kitchen Tech,,0,,0
