Companynumber,Companyname,BestEstimateCurrentEmployees,BestEstimateCurrentTurnover,BestEstimateGrowthPercentagePerYear,BestEstimateEmployeeGrowthPercentagePerYear,BestEstimateTurnoverGrowthPercentagePerYear,CompanyGrowthStage,SortableIncorporationDate,Description,URLs,Registeredpostcode,RTICs,RTICsubsectors,TotalInnovateUKFunding,TotalDealroomFundingMillionPounds,LastKnownDealroomFunding,WomenFounded
11499412,IN CONSULT LTD,27,6841213,0.207,0.207,,Small,08/03/2018 00:00:00,"We are a global team of engineers, scientists, designers & consultants helping the world’s biggest brands & start-ups realise their technology-based aspirations.",cambridgeconsultants.com,SS14 1BZ,Research and Consulting - Physical Sciences and Engineering,Research and Consulting - Physical Sciences and Engineering: Engineering Research,,0,,0
10959095,THE FARADAY INSTITUTION,33,50238427,0.2125,0.219,0.206,Large,09/12/2017 00:00:00,Read our researcher spotlights to learn about some of the faraday institution's 500+ researchers read the updated insight read the news release watch the video…,faraday.ac.uk,OX11 0RA,"Life Sciences, CleanTech, Energy Storage, Research and Consulting - Physical Sciences and Engineering, Net Zero","Life Sciences: Research, CleanTech: Energy Production, Management and Storage, Energy Storage: Batteries, Research and Consulting - Physical Sciences and Engineering: Engineering Research, Research and Consulting - Physical Sciences and Engineering: Physical Sciences Research, Net Zero: Energy Storage",,0,,0
05742022,CFMS SERVICES LIMITED,52,3103621,0.203,0.203,,Medium,03/14/2006 00:00:00,Cfms is an independent digital engineering consultancy providing technical expertise to help organisations create better solutions in pioneering product development.,cfms.org.uk,BS1 4QP,"Research and Consulting - Physical Sciences and Engineering, Artificial Intelligence, Geospatial Economy","Research and Consulting - Physical Sciences and Engineering: Engineering Consulting, Research and Consulting - Physical Sciences and Engineering: Engineering Research, Artificial Intelligence: Machine Learning, Geospatial Economy: Data Processing and Visualisation",8651780.08,0,,0
03563622,MYSA CARE (TALL OAKS) LIMITED,37,1395425,0.217,0.217,,Small,05/14/1998 00:00:00,"Since establishing in 1986, we're proud to have served thousands of investors and now have c.£1.7 billion of assets. get in touch if you want to invest or raise finance for business.",downing.co.uk,GU14 7PL,Research and Consulting - Physical Sciences and Engineering,Research and Consulting - Physical Sciences and Engineering: Physical Sciences Research,,0,,0
02785760,AXISCADES UK LTD,29,6987905,0.24050000000000002,0.019,0.462,Small,02/02/1993 00:00:00,"Axiscades is a leading, end to end engineering solutions and product company. axiscades delivers business value across the entire engineering life-cycle.",axiscades.com,LE19 4XT,"Robotics and Autonomous systems, In-Orbit Servicing and Manufacturing, Advanced Manufacturing, Space Economy, Life Sciences, Cyber, Computer Hardware, MedTech, Research and Consulting - Physical Sciences and Engineering, Artificial Intelligence","Robotics and Autonomous systems: Integrators, In-Orbit Servicing and Manufacturing: Space Manufacturing, Advanced Manufacturing: Digital Design, Advanced Manufacturing: Industrial IoT, Advanced Manufacturing: Robotics and Automation, Advanced Manufacturing: Artificial Intelligence, Space Economy: Software, Life Sciences: Life Sciences Manufacturing, Cyber: IoT Security, Computer Hardware: Embedded Systems, MedTech: Robotics, Research and Consulting - Physical Sciences and Engineering: Engineering Research, Artificial Intelligence: Industry 4.0 and Automation, Artificial Intelligence: Data Analysis",,0,,0
07661816,RESONANCE GLOBAL LTD,31,1180950,0.251,0.251,,Small,06/08/2011 00:00:00,"Tech pr, ar, and inbound marketing",resonancecrowd.com,SW8 3RH,"Business Support Services, Agency Market","Business Support Services: Office Support Services, Agency Market: Public Relations",,0,2019-10-01,1
10673098,QLM TECHNOLOGY LTD,30,1551758,0.37,0.37,,Small,03/15/2017 00:00:00,,qlmtec.com,CF3 0EY,"Marine and Maritime, Quantum Technology, Sensors, Photonics, Quantum Economy, CleanTech, Research and Consulting - Physical Sciences and Engineering, Net Zero","Marine and Maritime: Autonomy & Robotics, Quantum Technology: Quantum Sensing, Sensors: Industry 4.0, Sensors: Environmental Monitoring, Photonics: Optics, Quantum Economy: Photonics, Quantum Economy: Components and Materials, CleanTech: Environmental Protection and Monitoring, Research and Consulting - Physical Sciences and Engineering: Engineering Research, Net Zero: Carbon Capture, Net Zero: Pollution Control and Mitigation",1945945.17,15.32,2022-08-01,0
09018507,HEALX LIMITED,348,333506,0.41050000000000003,0.666,0.155,Large,04/30/2014 00:00:00,At healx we use ai drug discovery to develop new treatments for rare diseases. we bring treatments from prediction to patient.,healx.ai,CB2 1LA,"Engineering Biology Supply Chain, Robotics and Autonomous systems, Engineering Biology Application, Biopharmaceutical, Life Sciences, Pharma, MedTech, Research and Consulting - Physical Sciences and Engineering, Artificial Intelligence","Engineering Biology Supply Chain: Computational - AI / Bioinformatics / Omics / Software, Robotics and Autonomous systems: Healthcare: Pharma, Robotics and Autonomous systems: AI Software, Engineering Biology Application: Health & Life Sciences, Biopharmaceutical: Small Molecules, Life Sciences: Biology and Biotech, Life Sciences: Research, Pharma: Pharma and BioPharma, Pharma: Precision Medicine, Pharma: Research and Data Analytics, Pharma: Artificial Intelligence and Blockchain, MedTech: Artificial Intelligence, Research and Consulting - Physical Sciences and Engineering: Physical Sciences Research, Artificial Intelligence: Life Sciences",,72.91,2023-11-01,0
04382724,SKILLS FOR SECURITY LIMITED,62,1923142,0.502,0.502,,Medium,02/27/2002 00:00:00,The homepage of the british security industry association,bsia.co.uk,WD24 4YW,Business Support Services,Business Support Services: Security Services,,0,,0
07940175,ENVISION SUSTAINABILITY LIMITED,23,971874,0.28,0.28,,Small,02/07/2012 00:00:00,"Envision - practical & commercial advice on sustainability within the built environment; innovative approach to m&e design, breeam accredited professionals",envisioneco.com,BH19 2PQ,"ESG, Research and Consulting - Physical Sciences and Engineering, Net Zero","ESG: ESG Consultants, Research and Consulting - Physical Sciences and Engineering: Engineering Consulting, Net Zero: Low Carbon Consultancy, Advisory & Offsetting Services",,0,,0
09079342,DOGTOOTH TECHNOLOGIES LIMITED,74,4433421,0.208,0.208,,Medium,06/10/2014 00:00:00,"People are fundamental to the operation of modern soft fruit farms. they are a precious resource, and we value them enormously. the problem is that our customers can't recruit enough people to meet their needs. dogtooth is tackling this problem by building smart autonomous robots intended to make the human workforce more productive.",dogtooth.tech,SG8 6ED,"Robotics and Autonomous systems, Research and Consulting - Physical Sciences and Engineering, AgriTech","Robotics and Autonomous systems: Manufacturing, Robotics and Autonomous systems: Agriculture : Weeding Seeding and Harvesting, Research and Consulting - Physical Sciences and Engineering: Engineering Research, AgriTech: Automation",3439647.87,13.42,2022-11-01,0
06493909,VERDANTIX LIMITED,121,7787400,0.395,0.395,,Medium,02/05/2008 00:00:00,"Experts in environment, health & safety, esg & sustainability, operational excellence and smart building technologies.",verdantix.com,SE1 3UD,"ESG, Research and Consulting - Physical Sciences and Engineering, Net Zero","ESG: ESG Consultants, Research and Consulting - Physical Sciences and Engineering: Engineering Research, Net Zero: Low Carbon Consultancy, Advisory & Offsetting Services",,0,,0
09829727,IMMATERIAL LTD,55,3809520,0.651,0.651,,Medium,10/19/2015 00:00:00,"We are experts in porous materials, working to commercialise a technology platform built at the university of cambridge.",immaterial.com,CB4 0FW,"Advanced Materials, CleanTech, MedTech, Research and Consulting - Physical Sciences and Engineering","Advanced Materials: Emergent, Advanced Materials: Electrochemical, CleanTech: Environmental Protection and Monitoring, MedTech: Advanced Materials, Research and Consulting - Physical Sciences and Engineering: Engineering Research",3217509.04,3.57,2023-09-01,0
03760042,"VOISIN CONSULTING LIFE SCIENCES, UK LTD",48,3577821,0.542,0.542,,Small,04/27/1999 00:00:00,"Global product development strategy – communication with regulators & payers. discover how vcls helps pharmaceutical, biotechnology and medical device companies on designing and implement innovative, efficient regulatory strategies, clinical trials, drug safety and vigilance management from pre-approval to post-approval activitiescommercialization.",voisinconsulting.com,EC3V 9AH,"Biopharmaceutical, Life Sciences, Pharma, Research and Consulting - Physical Sciences and Engineering","Biopharmaceutical: Advanced Therapy Medicinal Products (ATMPs), Life Sciences: Biology and Biotech, Life Sciences: Research, Life Sciences: Life Sciences Manufacturing, Pharma: Pharma and BioPharma, Research and Consulting - Physical Sciences and Engineering: Physical Sciences Consulting, Research and Consulting - Physical Sciences and Engineering: Physical Sciences Research",,0,,0
07339803,DELKIA LIMITED,70,3494865,0.527,0.527,,Medium,08/09/2010 00:00:00,"Delkia is a specialist systems integrator (si) operating throughout the uk and internationally for highly regulated sectors including nuclear, defence and process.",delkia.co.uk,CA24 3HY,Research and Consulting - Physical Sciences and Engineering,"Research and Consulting - Physical Sciences and Engineering: Engineering Consulting, Research and Consulting - Physical Sciences and Engineering: Engineering Research",59951,0,2021-03-01,0
07991280,BYRNE LOOBY PARTNERS (UK) LIMITED,181,26191381,0.394,0.308,0.48,Medium,03/15/2012 00:00:00,"Byrnelooby is proud to be now part of ayesa. ayesa is a multinational specialising in engineering, technology and consulting (etc).",byrnelooby.com,GU2 4BL,"CleanTech, Research and Consulting - Physical Sciences and Engineering, Net Zero","CleanTech: Agriculture, Forestry and Biodiversity, Research and Consulting - Physical Sciences and Engineering: Engineering Consulting, Research and Consulting - Physical Sciences and Engineering: Engineering Research, Net Zero: Renewable Energy Planning Database",,0,,0
07509746,MAINSTREET CAPITAL PARTNERS LIMITED,69,8383120,0.554,0.579,0.529,Medium,01/28/2011 00:00:00,"Mainstreet partners: investment advisory and portfolio analytics on sustainable, esg and impact investments since 2008",mspartners.org,W8 7JB,"ESG, FinTech","ESG: ESG Consultants, FinTech: Wealthtech",,0,,0
11042276,SOURCE GROUP INTERNATIONAL HOLDINGS LIMITED,94,86701637,0.206,0.112,0.3,Large,11/01/2017 00:00:00,Xplore life science is a life science and pharmaceutical recruitment consultancy providing an expert service that you and your company can rely on,sourcegroupinternational.com,KT15 2LE,Business Support Services,Business Support Services: Employment and Recruitment Services,,0,,0
11515358,SOM-3 RECRUITMENT LIMITED,23,11520125,0.476,0.199,0.753,Medium,08/14/2018 00:00:00,,som-3recruitment.com,WA16 8ZR,Business Support Services,Business Support Services: Employment and Recruitment Services,,0,,0
09783489,SOURCE GROUP INTERNATIONAL LIMITED,133,31340056,0.203,0.323,0.083,Medium,09/18/2015 00:00:00,Xplore life science is a life science and pharmaceutical recruitment consultancy providing an expert service that you and your company can rely on,sourcegroupinternational.com,KT15 2LE,Business Support Services,Business Support Services: Employment and Recruitment Services,,0,,0
FC036915,KX ADVISORS LLC,195,9500007,0.6235,1.28,-0.033,Medium,04/01/2019 00:00:00,Kx advisors provides growth strategy consulting services to help healthcare executives achieve critical business goals. see how.,kxadvisors.com,,Research and Consulting - Physical Sciences and Engineering,Research and Consulting - Physical Sciences and Engineering: Physical Sciences Consulting,,0,,0
03252148,CONSOLUX M&E CONSULTING LTD,30,1198221,0.264,0.264,,Small,09/19/1996 00:00:00,"Building services consulting engineers, employing low carbon consultants, offices in london and liverpool, uk.",consolux.co.uk,L3 9LQ,Research and Consulting - Physical Sciences and Engineering,Research and Consulting - Physical Sciences and Engineering: Engineering Consulting,,0,,0
08329309,BOSS ENERGY CONSULTING LIMITED,39,1072981,0.296,0.296,,Small,12/13/2012 00:00:00,"We offer proven end-to-end, global energy sector recruitment services to candidates and companies in the energy, oil & gas and hydrocarbons industry.",boss-energy.co.uk,SW9 6DE,"Business Support Services, Net Zero","Business Support Services: Employment and Recruitment Services, Net Zero: Renewable Energy Planning Database",,0,,0
10451879,MMS HOLDINGS EUROPE LIMITED,75,6903334,0.5660000000000001,0.572,0.56,Medium,10/28/2016 00:00:00,"Mms holdings is a leading global data-focused cro (clinical research organization) & technology enabled clinical research and health data analytics solution company that supports the pharmaceutical, biotech, and medical device industries.",mmsholdings.com,TN21 0DG,"Biopharmaceutical, Data Infrastructure, Life Sciences, Pharma, Research and Consulting - Physical Sciences and Engineering","Biopharmaceutical: Advanced Therapy Medicinal Products (ATMPs), Data Infrastructure: Data Infrastructure Services, Data Infrastructure: Data Storage, Life Sciences: Research, Pharma: Research and Data Analytics, Pharma: Artificial Intelligence and Blockchain, Research and Consulting - Physical Sciences and Engineering: Physical Sciences Consulting",,0,,0
10052851,MOVEMENT8 LTD,42,1177107,0.302,0.302,,Small,03/09/2016 00:00:00,Looking for the best talent and jobs in the uk and european tech markets? contact our specialist team of recruitment consultants today!,movement8.co.uk,ME14 1BG,Business Support Services,Business Support Services: Employment and Recruitment Services,,0,,0
08774096,BENEVOLENTAI BIO LIMITED,147,31170000,0.4795,0.226,0.733,Medium,11/13/2013 00:00:00,"Benevolentai (ams: bai) is a leading, clinical-stage ai-enabled drug discovery and development company listed on the euronext amsterdam stock exchange.",benevolent.com,W1T 5HD,"Engineering Biology Supply Chain, Robotics and Autonomous systems, Engineering Biology Application, Biopharmaceutical, Life Sciences, Pharma, MedTech, Research and Consulting - Physical Sciences and Engineering, Artificial Intelligence","Engineering Biology Supply Chain: Computational - AI / Bioinformatics / Omics / Software, Robotics and Autonomous systems: Healthcare: Pharma, Engineering Biology Application: Health & Life Sciences, Biopharmaceutical: Small Molecules, Life Sciences: Biology and Biotech, Life Sciences: Research, Pharma: Pharma and BioPharma, Pharma: Precision Medicine, Pharma: Research and Data Analytics, Pharma: Artificial Intelligence and Blockchain, MedTech: Artificial Intelligence, Research and Consulting - Physical Sciences and Engineering: Physical Sciences Research, Artificial Intelligence: Machine Learning, Artificial Intelligence: Life Sciences",,0,,0
04556533,ECS CONSULTANTS LIMITED,37,1904430,0.233,0.233,,Small,10/08/2002 00:00:00,"Building services low carbon consulting engineers based in manchester, serving lancashire, cheshire, north wales and the northwest. ecs consultants for part l, energy performance certificates, sap assessments and sbem mechanical and electrical engineering in stockport",ecs-ecs.co.uk,SK8 2DP,Research and Consulting - Physical Sciences and Engineering,Research and Consulting - Physical Sciences and Engineering: Engineering Consulting,,0,,0
08484947,CELLESCE LIMITED,26,2340705,0.3,0.3,,Small,04/12/2013 00:00:00,,cellesce.com,CF14 7HY,"Robotics and Autonomous systems, Engineering Biology Application, Biopharmaceutical, Life Sciences, Pharma, Research and Consulting - Physical Sciences and Engineering","Robotics and Autonomous systems: Healthcare: Pharma, Engineering Biology Application: Health & Life Sciences, Biopharmaceutical: Small Molecules, Life Sciences: Biology and Biotech, Life Sciences: Research, Life Sciences: Life Sciences Manufacturing, Life Sciences: Synthetic Biotechnology, Pharma: Pharma and BioPharma, Research and Consulting - Physical Sciences and Engineering: Physical Sciences Research",1692617,3.01,2022-12-01,0
09144647,INIVATA LIMITED,68,9347622,0.406,0.004,0.808,Medium,07/23/2014 00:00:00,Inivata is a leader in liquid biopsy. its invision® platform unlocks key genomic information from a simple blood test to transforming patient cancer care,inivata.com,CB22 3FH,"Life Sciences, Pharma, Research and Consulting - Physical Sciences and Engineering, Omics","Life Sciences: Biology and Biotech, Life Sciences: Research, Life Sciences: Life Sciences Manufacturing, Pharma: Pharma and BioPharma, Research and Consulting - Physical Sciences and Engineering: Physical Sciences Research, Omics: Genomics",,120.78,2021-05-01,0
06633348,SIMPLY SUSTAINABLE LIMITED,70,2550730,0.673,0.673,,Medium,06/30/2008 00:00:00,"We are an esg and sustainability consultancy with technically qualified and expert consultants. simply sustainable delivers sustainability strategies for global businesses in esg, decarbonisation, tcfd, reporting & more. together making transformational change towards achieving net-zero.",simply-sustainable.co.uk,EC4A 4AB,"ESG, Net Zero","ESG: ESG Consultants, Net Zero: Low Carbon Consultancy, Advisory & Offsetting Services",,0,2022-12-01,1
12302240,GLANVILLE FUTURES LIMITED,87,23616556,0.27249999999999996,-0.021,0.566,Medium,11/06/2019 00:00:00,We are a multi-discipline property and construction consultancy with the expertise to offer professional advice through all stages of a project and with,glanvillegroup.com,HP2 7TE,"Design and Modelling Technologies, Research and Consulting - Physical Sciences and Engineering, Land Remediation","Design and Modelling Technologies: 3D Modelling and Scanning, Research and Consulting - Physical Sciences and Engineering: Engineering Consulting, Research and Consulting - Physical Sciences and Engineering: Engineering Research, Land Remediation: Regulatory Services",,0,,0
09365292,TROVE RESEARCH LIMITED,78,3020252,1.07,1.07,,Medium,12/23/2014 00:00:00,,trove-research.com,E1 6EG,"ESG, Net Zero","ESG: ESG Consultants, Net Zero: Low Carbon Consultancy, Advisory & Offsetting Services, Net Zero: Green Finance",,0,2023-10-01,0
06768468,PHILLIPSPAGE ASSOCIATES LIMITED,85,4246685,0.495,0.495,,Medium,12/09/2008 00:00:00,Hello. welcome to phillipspage associates we are an engineering consultancy practice with a team of experts offering full turnkey design solutions to our clients,ppa-consult.com,MK12 5NN,Research and Consulting - Physical Sciences and Engineering,Research and Consulting - Physical Sciences and Engineering: Engineering Consulting,,0,,0
04255059,OSCAR ASSOCIATES (UK) LIMITED,202,58400944,0.219,0.249,0.189,Large,07/19/2001 00:00:00,Oscar technology is an award winning digital and tech recruitment consultancy that offers its services in manchester & london and throughout uk & usa,oscar-tech.com,M2 3NX,Business Support Services,Business Support Services: Employment and Recruitment Services,,0,2021-01-01,1
08639168,SCENDEA LIMITED,73,3742582,0.421,0.421,,Medium,08/06/2013 00:00:00,Scendea is a leading product development and regulatory consulting practice serving the pharmaceutical and biotechnology industry.,scendea.com,IG10 4PL,"Life Sciences, Research and Consulting - Physical Sciences and Engineering","Life Sciences: Biology and Biotech, Research and Consulting - Physical Sciences and Engineering: Physical Sciences Consulting",,0,,0
07450294,EVORA GLOBAL LIMITED,248,9018652,0.464,0.464,,Medium,11/24/2010 00:00:00,Evora global provides an exceptional level of sustainability consultancy and esg software to many of europe's leading firms.,evoraglobal.com,SE1 1TQ,"ESG, Net Zero","ESG: ESG Consultants, Net Zero: Low Carbon Consultancy, Advisory & Offsetting Services",,0,2022-10-01,0
05386932,GREEN ELEMENT LIMITED,58,186307,0.556,0.556,,Medium,03/09/2005 00:00:00,A forward-thinking environmental management consultancy helping organisations worldwide become sustainable business forces for the future.,greenelement.co.uk,PE27 5BH,"ESG, Life Sciences, Net Zero","ESG: ESG Consultants, Life Sciences: Environmental Sciences Products and Services, Net Zero: Low Carbon Consultancy, Advisory & Offsetting Services, Net Zero: Green Finance",,0,,0
07559265,KITSCO LIMITED,38,1061443,0.282,0.282,,Small,03/10/2011 00:00:00,"Kitco ltd is a premier technical consultancy organisation in india that undertakes technical and management consultancy for major industrial, infrastructure providing support from design to commissioning. it has executed several large projects in aviation, mobility, healthcare, roads and bridges, seaports, highways, process engineering, tourism and related projects.",kitco.in,CR4 4LB,Research and Consulting - Physical Sciences and Engineering,Research and Consulting - Physical Sciences and Engineering: Engineering Consulting,,0,,0
05823830,ESCO GB LIMITED,60,4542155,0.295,0.295,,Medium,05/22/2006 00:00:00,"Esco lifesciences is a world-leading manufacturer and service provider of laboratory, biopharma equipment, and ivf medical devices.",escolifesciences.com,S70 5SZ,"Engineering Biology Supply Chain, Life Sciences, Research and Consulting - Physical Sciences and Engineering","Engineering Biology Supply Chain: Physical Assets - Supply Chain Small Scale Manufacturing, Life Sciences: Research, Life Sciences: Life Sciences Manufacturing, Research and Consulting - Physical Sciences and Engineering: Physical Sciences Research",,0,,0
03597942,PROJECTIVE LIMITED,77,5376291,0.34,0.34,,Medium,07/14/1998 00:00:00,,projectiveltd.co.uk,GU51 2UY,Research and Consulting - Physical Sciences and Engineering,Research and Consulting - Physical Sciences and Engineering: Engineering Consulting,403951,0,,0
13119746,IMMUNOCORE HOLDINGS PLC,541,499782500,0.972,0.198,1.746,Large,01/07/2021 00:00:00,,immunocore.com,OX14 4RY,"Engineering Biology Application, Biopharmaceutical, Life Sciences, Pharma, Research and Consulting - Physical Sciences and Engineering","Engineering Biology Application: Health & Life Sciences, Biopharmaceutical: Small Molecules, Life Sciences: Biology and Biotech, Life Sciences: Research, Life Sciences: Life Sciences Manufacturing, Life Sciences: Synthetic Biotechnology, Pharma: Targeted Therapies, Pharma: Pharma and BioPharma, Research and Consulting - Physical Sciences and Engineering: Physical Sciences Research",,0,,0
06456207,IMMUNOCORE LIMITED,306,390309120,0.2725,-0.087,0.632,Large,12/18/2007 00:00:00,,immunocore.com,OX14 4RY,"Engineering Biology Application, Biopharmaceutical, Life Sciences, Pharma, Research and Consulting - Physical Sciences and Engineering","Engineering Biology Application: Health & Life Sciences, Biopharmaceutical: Advanced Therapy Medicinal Products (ATMPs), Biopharmaceutical: Small Molecules, Life Sciences: Biology and Biotech, Life Sciences: Research, Life Sciences: Life Sciences Manufacturing, Life Sciences: Synthetic Biotechnology, Pharma: Targeted Therapies, Pharma: Pharma and BioPharma, Research and Consulting - Physical Sciences and Engineering: Physical Sciences Research",2400000,779.04,2024-01-01,0
04585332,YOH SOLUTIONS LTD,242,13020397,0.587,0.587,,Medium,11/08/2002 00:00:00,"From finding top technology professionals to discovering the organizations needing your skills, yoh matches tech and talent! get matched now.",yoh.com,RG41 5RD,Business Support Services,Business Support Services: Employment and Recruitment Services,,0,,0
12686337,ARUP PERU LIMITED,60,25480000,0.904,0.78,1.028,Medium,06/20/2020 00:00:00,,arup.com,W1T 4BJ,"Research and Consulting - Physical Sciences and Engineering, Net Zero","Research and Consulting - Physical Sciences and Engineering: Engineering Consulting, Research and Consulting - Physical Sciences and Engineering: Engineering Research, Net Zero: Building Technologies",,0,,0
07993440,UMOTIF LIMITED,166,7824701,0.391,0.391,,Medium,03/16/2012 00:00:00,The eclinical platform patients love to use,umotif.com,EC4A 1JP,"FinTech, Life Sciences, Research and Consulting - Physical Sciences and Engineering","FinTech: Tech for Enterprise, Life Sciences: Biology and Biotech, Life Sciences: Research, Research and Consulting - Physical Sciences and Engineering: Physical Sciences Research",5000,30.04,2022-05-01,0
