Companynumber,Companyname,BestEstimateCurrentEmployees,BestEstimateCurrentTurnover,BestEstimateGrowthPercentagePerYear,BestEstimateEmployeeGrowthPercentagePerYear,BestEstimateTurnoverGrowthPercentagePerYear,CompanyGrowthStage,SortableIncorporationDate,Description,URLs,Registeredpostcode,RTICs,RTICsubsectors,TotalInnovateUKFunding,TotalDealroomFundingMillionPounds,LastKnownDealroomFunding,WomenFounded
10591395,INTELLEGENS LIMITED,40,2745348,0.468,0.468,,Small,01/30/2017 00:00:00,"Accelerate innovation for materials, chemicals, manufacturing, and beyond. advanced deep learning extracts value from real-world, sparse, noisy data.",intellegens.com,CB10 1PF,"Engineering Biology Supply Chain, Advanced Manufacturing, Pharma, MedTech, Artificial Intelligence","Engineering Biology Supply Chain: Computational - AI / Bioinformatics / Omics / Software, Advanced Manufacturing: Artificial Intelligence, Pharma: Artificial Intelligence and Blockchain, MedTech: Artificial Intelligence, Artificial Intelligence: Machine Learning, Artificial Intelligence: Life Sciences, Artificial Intelligence: Data Analysis",1121110.1,1.91,2023-08-01,0
08536866,SUPERDIELECTRICS LTD,43,2969763,0.588,0.588,,Small,05/20/2013 00:00:00,Storing sustainable energy without costing the earth // a breakthrough energy storage technology that complements batteries & solves the world’s renewable energy storage problem.,superdielectrics.com,CB10 1XL,"Life Sciences, CleanTech, Energy Storage, Research and Consulting - Physical Sciences and Engineering, Net Zero","Life Sciences: Research, CleanTech: Energy Production, Management and Storage, Energy Storage: Batteries, Energy Storage: Mechanical, Research and Consulting - Physical Sciences and Engineering: Engineering Research, Net Zero: Low Carbon Energy Generation, Net Zero: Energy Storage",,0,,0
SC624904,EASEE UK LTD,95,17282810,1.416,1.416,,Medium,03/19/2019 00:00:00,Easee deliver the maximum roi whilst reducing overall expenditure. working with existing energy solutions and or speccing/fitting completely new installations.,easeeltd.co.uk,G2 4TP,"Life Sciences, CleanTech, Energy Storage, Energy Management, Net Zero, Energy Generation","Life Sciences: Environmental Sciences Products and Services, CleanTech: Energy Production, Management and Storage, Energy Storage: Batteries, Energy Management: Smart Meter, Energy Management: Energy Management Systems, Net Zero: Energy Storage, Net Zero: Low Carbon Consultancy, Advisory & Offsetting Services, Net Zero: Renewables, Net Zero: Renewable Energy Planning Database, Energy Generation: Fossil Fuels",,4.6,2023-08-01,0
01947990,RÖCHLING INDUSTRIAL (UK) LIMITED,237,42228487,0.275,0.239,0.311,Large,09/17/1985 00:00:00,,www.roechling.com,GL2 2AA,"Advanced Materials, Pharma","Advanced Materials: Polymers, Pharma: Additive Manufacturing",,0,,0
04394772,QUALITEST GROUP UK LTD,960,86949649,0.47350000000000003,0.51,0.437,Large,03/14/2002 00:00:00,"Qualitest helps companies in their digital transformation journey by leveraging ai, devops and automation. our quality engineering services are designed to accelerate and enhance speed, quality, security and customers’ digital experience.",qualitestgroup.com,EC4R 9AF,"Software Development, MedTech, Agency Market","Software Development: DevOps, Software Development: Security Engineering, MedTech: Monitoring Technologies, MedTech: Artificial Intelligence, MedTech: Robotics, Agency Market: Customer Relationship Management",,0,2016-11-01,0
10959095,THE FARADAY INSTITUTION,33,50238427,0.2125,0.219,0.206,Large,09/12/2017 00:00:00,Read our researcher spotlights to learn about some of the faraday institution's 500+ researchers read the updated insight read the news release watch the video…,faraday.ac.uk,OX11 0RA,"Life Sciences, CleanTech, Energy Storage, Research and Consulting - Physical Sciences and Engineering, Net Zero","Life Sciences: Research, CleanTech: Energy Production, Management and Storage, Energy Storage: Batteries, Research and Consulting - Physical Sciences and Engineering: Engineering Research, Research and Consulting - Physical Sciences and Engineering: Physical Sciences Research, Net Zero: Energy Storage",,0,,0
03624322,INFOGAIN SOLUTIONS LIMITED,59,7177015,0.3345,0.474,0.195,Medium,09/01/1998 00:00:00,Infogain is a human-centered digital platform and software engineering company that creates extensible platforms for digital businesses.,www.infogain.com,SW1P 4QP,MedTech,MedTech: Monitoring Technologies,,0,,0
03900676,NVIDIA LTD,423,253197442,0.276,,0.276,Large,12/29/1999 00:00:00,"Nvidia is committed to respecting your privacy. this privacy policy applies to our world-wide family of nvidia-operated websites, apps, and products.",nvidia.com,EC2R 7HJ,"Engineering Biology Supply Chain, Advanced Manufacturing, Computer Hardware, MedTech, Artificial Intelligence, EdTech","Engineering Biology Supply Chain: Computational - Supercomputing, Advanced Manufacturing: Artificial Intelligence, Computer Hardware: Graphics Processing Unit, MedTech: Artificial Intelligence, Artificial Intelligence: Machine Learning, Artificial Intelligence: Signal Processing, Artificial Intelligence: Systems Optimisation, Artificial Intelligence: Enabling Platforms, Artificial Intelligence: Data Analysis, EdTech: Artificial Intelligence",0,0,,0
05644976,ARCUS CONSULTANCY SERVICES LIMITED,184,4105126,0.242,0.242,,Medium,12/05/2005 00:00:00,"Arcus offer planning, environmental and engineering consultancy services for commercial developers and private land owners throughout the uk and south africa.",arcusconsulting.co.uk,SE1 2AF,Life Sciences,Life Sciences: Environmental Sciences Products and Services,,0,,0
01126814,SARTORIUS UK LIMITED,170,63427706,0.2465,0.151,0.342,Large,08/06/1973 00:00:00,"Sartorius offers solutions for the biopharmaceutical industry and laboratories, from drug discovery and development to production platforms for biomanufacturing.",sartorius.com,KT19 9QQ,"Engineering Biology Supply Chain, Robotics and Autonomous systems, Biopharmaceutical, Life Sciences, Pharma, Omics","Engineering Biology Supply Chain: Physical Assets - Supply Chain Small Scale Manufacturing, Engineering Biology Supply Chain: Computational - Robotics, Engineering Biology Supply Chain: Biological Materials & Reagents - Biological Materials & Reagents, Engineering Biology Supply Chain: Diagnostics, Engineering Biology Supply Chain: Physical Assets - Pilot / Mass Manufacturing, Robotics and Autonomous systems: Healthcare: Pharma, Biopharmaceutical: Advanced Therapy Medicinal Products (ATMPs), Biopharmaceutical: Vaccines, Biopharmaceutical: Therapeutic protein, Life Sciences: Biology and Biotech, Life Sciences: Life Sciences Manufacturing, Pharma: Pharma and BioPharma, Pharma: Automation, Omics: Transcriptomics",,0,,0
SC450178,ENERGISED ENVIRONMENTS LIMITED,116,4903495,0.234,0.234,,Medium,05/16/2013 00:00:00,"Our team of trusted technical advisors, environmental consultants, engineers and sustainability experts have a passion for net zero.",itpenergised.com,EH3 5DQ,"Life Sciences, Net Zero","Life Sciences: Environmental Sciences Products and Services, Net Zero: Low Carbon Consultancy, Advisory & Offsetting Services",,0,,0
02785760,AXISCADES UK LTD,29,6987905,0.24050000000000002,0.019,0.462,Small,02/02/1993 00:00:00,"Axiscades is a leading, end to end engineering solutions and product company. axiscades delivers business value across the entire engineering life-cycle.",axiscades.com,LE19 4XT,"Robotics and Autonomous systems, In-Orbit Servicing and Manufacturing, Advanced Manufacturing, Space Economy, Life Sciences, Cyber, Computer Hardware, MedTech, Research and Consulting - Physical Sciences and Engineering, Artificial Intelligence","Robotics and Autonomous systems: Integrators, In-Orbit Servicing and Manufacturing: Space Manufacturing, Advanced Manufacturing: Digital Design, Advanced Manufacturing: Industrial IoT, Advanced Manufacturing: Robotics and Automation, Advanced Manufacturing: Artificial Intelligence, Space Economy: Software, Life Sciences: Life Sciences Manufacturing, Cyber: IoT Security, Computer Hardware: Embedded Systems, MedTech: Robotics, Research and Consulting - Physical Sciences and Engineering: Engineering Research, Artificial Intelligence: Industry 4.0 and Automation, Artificial Intelligence: Data Analysis",,0,,0
10473835,VALERANN UK LIMITED,35,1607287,0.471,0.471,,Small,11/10/2016 00:00:00,"Valerann is an innovative, cutting-edge, intelligent transportation systems (its) saas company specialising in ai, big data and data fusion technology.",valerann.com,NW1 8AH,"FinTech, MedTech, Artificial Intelligence","FinTech: Tech for Enterprise, MedTech: Artificial Intelligence, Artificial Intelligence: Signal Processing, Artificial Intelligence: Image Processing",136374.2,0,,0
09018507,HEALX LIMITED,348,333506,0.41050000000000003,0.666,0.155,Large,04/30/2014 00:00:00,At healx we use ai drug discovery to develop new treatments for rare diseases. we bring treatments from prediction to patient.,healx.ai,CB2 1LA,"Engineering Biology Supply Chain, Robotics and Autonomous systems, Engineering Biology Application, Biopharmaceutical, Life Sciences, Pharma, MedTech, Research and Consulting - Physical Sciences and Engineering, Artificial Intelligence","Engineering Biology Supply Chain: Computational - AI / Bioinformatics / Omics / Software, Robotics and Autonomous systems: Healthcare: Pharma, Robotics and Autonomous systems: AI Software, Engineering Biology Application: Health & Life Sciences, Biopharmaceutical: Small Molecules, Life Sciences: Biology and Biotech, Life Sciences: Research, Pharma: Pharma and BioPharma, Pharma: Precision Medicine, Pharma: Research and Data Analytics, Pharma: Artificial Intelligence and Blockchain, MedTech: Artificial Intelligence, Research and Consulting - Physical Sciences and Engineering: Physical Sciences Research, Artificial Intelligence: Life Sciences",,72.91,2023-11-01,0
05590678,SILVER PEAK SYSTEMS LIMITED,49,15922443,0.155,0.155,,Small,10/12/2005 00:00:00,"Hewlett packard enterprise unifies wired and wireless networking to create superior, high performance campus, branch and data center solutions.",hpe.com,WC1R 5EF,"Engineering Biology Supply Chain, Cloud Computing, Data Infrastructure, Software as a Service (SaaS), Artificial Intelligence","Engineering Biology Supply Chain: Computational - Supercomputing, Cloud Computing: Platform as a Service (PaaS) & Platform Management, Cloud Computing: SaaS (Software as a Service), Data Infrastructure: Data Infrastructure Hardware, Data Infrastructure: Data Infrastructure Services, Data Infrastructure: Data Infrastructure Software, Software as a Service (SaaS): Analytics, Artificial Intelligence: Systems Optimisation, Artificial Intelligence: Data Analysis",,0,,0
06587071,EAGLE GENOMICS LIMITED,120,6131275,0.3135,0.163,0.464,Medium,05/07/2008 00:00:00,Unlocking radical innovation by enabling the conversation between microbiome data and the scientist,eaglegenomics.com,EC3R 6AF,"Engineering Biology Supply Chain, Omics","Engineering Biology Supply Chain: Computational - AI / Bioinformatics / Omics / Software, Omics: Genomics",1374912.7,36.18,2023-09-01,0
SC421988,NEO ENVIRONMENTAL LTD,42,1659371,0.351,0.351,,Small,04/16/2012 00:00:00,We work closely with our clients throughout the duration of projects to ensure that we have a thoroughread more »,neo-environmental.co.uk,G33 4EL,"Life Sciences, Net Zero","Life Sciences: Environmental Sciences Products and Services, Net Zero: Low Carbon Consultancy, Advisory & Offsetting Services",,0,2023-03-01,0
03647007,HEXAWARE TECHNOLOGIES UK LIMITED,572,188643543,0.2555,0.236,0.275,Large,10/09/1998 00:00:00,We transform how it services are delivered; and are on our journey to be the first it services company in the world where half the workforce is digital.,hexaware.com,E14 5NR,"Cloud Computing, Data Infrastructure, Software as a Service (SaaS), Pharma, Artificial Intelligence, EdTech","Cloud Computing: SaaS (Software as a Service), Data Infrastructure: Data Infrastructure Services, Data Infrastructure: Data Infrastructure Software, Software as a Service (SaaS): Development, Pharma: Artificial Intelligence and Blockchain, Artificial Intelligence: Data Analysis, EdTech: Artificial Intelligence",,0,,0
09829727,IMMATERIAL LTD,55,3809520,0.651,0.651,,Medium,10/19/2015 00:00:00,"We are experts in porous materials, working to commercialise a technology platform built at the university of cambridge.",immaterial.com,CB4 0FW,"Advanced Materials, CleanTech, MedTech, Research and Consulting - Physical Sciences and Engineering","Advanced Materials: Emergent, Advanced Materials: Electrochemical, CleanTech: Environmental Protection and Monitoring, MedTech: Advanced Materials, Research and Consulting - Physical Sciences and Engineering: Engineering Research",3217509.04,3.57,2023-09-01,0
03760042,"VOISIN CONSULTING LIFE SCIENCES, UK LTD",48,3577821,0.542,0.542,,Small,04/27/1999 00:00:00,"Global product development strategy – communication with regulators & payers. discover how vcls helps pharmaceutical, biotechnology and medical device companies on designing and implement innovative, efficient regulatory strategies, clinical trials, drug safety and vigilance management from pre-approval to post-approval activitiescommercialization.",voisinconsulting.com,EC3V 9AH,"Biopharmaceutical, Life Sciences, Pharma, Research and Consulting - Physical Sciences and Engineering","Biopharmaceutical: Advanced Therapy Medicinal Products (ATMPs), Life Sciences: Biology and Biotech, Life Sciences: Research, Life Sciences: Life Sciences Manufacturing, Pharma: Pharma and BioPharma, Research and Consulting - Physical Sciences and Engineering: Physical Sciences Consulting, Research and Consulting - Physical Sciences and Engineering: Physical Sciences Research",,0,,0
10185006,GRAPHCORE LIMITED,1478,2682430,0.313,0.508,0.118,Large,05/17/2016 00:00:00,Graphcore has built a new type of processor for machine intelligence to accelerate machine learning and ai applications for a world of intelligent machines,www.graphcore.ai,EC2V 6DN,"Pharma, Artificial Intelligence","Pharma: Artificial Intelligence and Blockchain, Artificial Intelligence: Systems Optimisation, Artificial Intelligence: Life Sciences",,522,2020-12-01,0
11493189,DEEP BRANCH BIOTECHNOLOGY LTD,31,2761897,0.414,0.414,,Small,07/31/2018 00:00:00,"Clean ingredients for climate-friendly food at deep branch, we use clean and renewable carbon and energy sources to create ingredients for a more sustainable food system. our first product is proton™, a single cell protein developed for the animal feed industry. learn more watch video clean ingredients for climate-friendly food at deep branch, we use…",deepbranch.com,EC2A 1AF,"Marine and Maritime, Engineering Biology Application, Life Sciences, CleanTech, AgriTech, Net Zero","Marine and Maritime: Aquaculture, Engineering Biology Application: Agriculture & Food - Foods (such as alternative meat/protein/fat), Life Sciences: Synthetic Biotechnology, CleanTech: Mining, Fuels and Biofuels, CleanTech: Environmental Protection and Monitoring, AgriTech: AgSciences, Net Zero: Carbon Capture",1481121.6199999999,11.37,2021-03-01,0
10333201,CAMBRIDGE SPARK LIMITED,188,5869108,0.773,0.773,,Medium,08/17/2016 00:00:00,Cambridge spark are a data science education firm enabling organisations to reach their goals by upskilling their staff with bespoke data apprenticeships.,cambridgespark.com,IP33 3SB,"Data Infrastructure, Life Sciences, Data Intermediaries, Artificial Intelligence","Data Infrastructure: Data Infrastructure Services, Life Sciences: Environmental Sciences Products and Services, Data Intermediaries: Undefined Intermediaries, Data Intermediaries: Data Co-operatives, Artificial Intelligence: Machine Learning, Artificial Intelligence: Data Analysis",1300333,14.24,2019-04-01,0
10775328,TARGET3D LIMITED,38,2626517,0.409,0.409,,Small,05/17/2017 00:00:00,"The uk's home of motion capture. try the latest in mocap technology. hardware and service work speciliasts for vfx, vr & science.",target3d.co.uk,E1 8JN,"Digital Creative Industries, MedTech, Immersive Technologies","Digital Creative Industries: Film/TV, MedTech: Extended Reality, Immersive Technologies: Gaming, Immersive Technologies: Manufacturing & Engineering, Immersive Technologies: Media, Immersive Technologies: Mixed Reality, Immersive Technologies: Virtual Reality, Immersive Technologies: Hardware, Immersive Technologies: Haptics, Immersive Technologies: Edtech",62841,0,2020-06-01,0
10451879,MMS HOLDINGS EUROPE LIMITED,75,6903334,0.5660000000000001,0.572,0.56,Medium,10/28/2016 00:00:00,"Mms holdings is a leading global data-focused cro (clinical research organization) & technology enabled clinical research and health data analytics solution company that supports the pharmaceutical, biotech, and medical device industries.",mmsholdings.com,TN21 0DG,"Biopharmaceutical, Data Infrastructure, Life Sciences, Pharma, Research and Consulting - Physical Sciences and Engineering","Biopharmaceutical: Advanced Therapy Medicinal Products (ATMPs), Data Infrastructure: Data Infrastructure Services, Data Infrastructure: Data Storage, Life Sciences: Research, Pharma: Research and Data Analytics, Pharma: Artificial Intelligence and Blockchain, Research and Consulting - Physical Sciences and Engineering: Physical Sciences Consulting",,0,,0
08774096,BENEVOLENTAI BIO LIMITED,147,31170000,0.4795,0.226,0.733,Medium,11/13/2013 00:00:00,"Benevolentai (ams: bai) is a leading, clinical-stage ai-enabled drug discovery and development company listed on the euronext amsterdam stock exchange.",benevolent.com,W1T 5HD,"Engineering Biology Supply Chain, Robotics and Autonomous systems, Engineering Biology Application, Biopharmaceutical, Life Sciences, Pharma, MedTech, Research and Consulting - Physical Sciences and Engineering, Artificial Intelligence","Engineering Biology Supply Chain: Computational - AI / Bioinformatics / Omics / Software, Robotics and Autonomous systems: Healthcare: Pharma, Engineering Biology Application: Health & Life Sciences, Biopharmaceutical: Small Molecules, Life Sciences: Biology and Biotech, Life Sciences: Research, Pharma: Pharma and BioPharma, Pharma: Precision Medicine, Pharma: Research and Data Analytics, Pharma: Artificial Intelligence and Blockchain, MedTech: Artificial Intelligence, Research and Consulting - Physical Sciences and Engineering: Physical Sciences Research, Artificial Intelligence: Machine Learning, Artificial Intelligence: Life Sciences",,0,,0
05780057,L2S2 LIMITED,53,2482665,0.425,0.425,,Medium,04/12/2006 00:00:00,L2s2 specialises in creating the software for a medical device with digital health applications. we hold full accreditation to both iso 13485 and iso 27001 which are the predominent medical device regulations. we are a leading force in healthcare technology.,l2s2.com,CB24 3DQ,"Life Sciences, Wearables and Quantified Self, MedTech","Life Sciences: Research, Wearables and Quantified Self: Medical, MedTech: Imaging",86562,0,2010-04-01,1
08484947,CELLESCE LIMITED,26,2340705,0.3,0.3,,Small,04/12/2013 00:00:00,,cellesce.com,CF14 7HY,"Robotics and Autonomous systems, Engineering Biology Application, Biopharmaceutical, Life Sciences, Pharma, Research and Consulting - Physical Sciences and Engineering","Robotics and Autonomous systems: Healthcare: Pharma, Engineering Biology Application: Health & Life Sciences, Biopharmaceutical: Small Molecules, Life Sciences: Biology and Biotech, Life Sciences: Research, Life Sciences: Life Sciences Manufacturing, Life Sciences: Synthetic Biotechnology, Pharma: Pharma and BioPharma, Research and Consulting - Physical Sciences and Engineering: Physical Sciences Research",1692617,3.01,2022-12-01,0
09144647,INIVATA LIMITED,68,9347622,0.406,0.004,0.808,Medium,07/23/2014 00:00:00,Inivata is a leader in liquid biopsy. its invision® platform unlocks key genomic information from a simple blood test to transforming patient cancer care,inivata.com,CB22 3FH,"Life Sciences, Pharma, Research and Consulting - Physical Sciences and Engineering, Omics","Life Sciences: Biology and Biotech, Life Sciences: Research, Life Sciences: Life Sciences Manufacturing, Pharma: Pharma and BioPharma, Research and Consulting - Physical Sciences and Engineering: Physical Sciences Research, Omics: Genomics",,120.78,2021-05-01,0
07919560,SKIN ANALYTICS LTD,65,3035274,0.467,0.467,,Medium,01/23/2012 00:00:00,Skin analytics provides ai-supported teledermatology services to support clinicians in the assessment of skin lesions,skin-analytics.com,CB1 2LA,"MedTech, Artificial Intelligence","MedTech: Artificial Intelligence, Artificial Intelligence: Life Sciences",949690.7,9.82,2023-07-01,0
10053319,EASTGATE ENGINEERING SERVICES LTD,52,9538408,0.441,0.441,,Medium,03/09/2016 00:00:00,"Specialist electrical & instrumentation services contractors providing engineering, construction, commissioning and maintenance services covering a broad range of sectors such as oil & gas, power & infrastructure, industrial and commercial",eastgateengineering.com,TS23 4EA,"Life Sciences, Electronics Manufacturing","Life Sciences: Chemical Products and Services, Electronics Manufacturing: Energy generation or distribution tech",,0,,0
08518373,NEXTGATE SOLUTIONS LTD,16,7588045,0.495,0.132,0.858,Small,05/07/2013 00:00:00,Create confident person identity data across your ecosystem,lyniate.com,N21 3NA,MedTech,MedTech: Artificial Intelligence,,0,,0
06786351,CAMBRIDGE DESIGN PARTNERSHIP LIMITED,558,62386263,0.3135,0.3,0.327,Large,01/08/2009 00:00:00,"Cambridge design partnership is an end-to-end innovation partner, propelling global brands and ambitious start-ups to success.",cambridge-design.com,CB23 7FW,MedTech,MedTech: Artificial Intelligence,,0,,0
